rate,YEAR,COUNTRY,SEX
8.93,2012,GAB,BTSX
8.79,2017,GAB,BTSX
3.4,2011,GAB,FMLE
3.63,2010,GAB,FMLE
10.0992,2010,GAB,BTSX
14.5875,2013,GAB,MLE
8.64,2018,GAB,BTSX
15.4709,2016,GAB,MLE
9.78,2014,GAB,BTSX
9.64,2015,GAB,BTSX
16.5168,2011,GAB,MLE
16.4173,2010,GAB,MLE
10.0487,2011,GAB,BTSX
3.07,2014,GAB,FMLE
14.8011,2017,GAB,MLE
2.46,2018,GAB,FMLE
14.5925,2018,GAB,MLE
2.65,2012,GAB,FMLE
8.79,2013,GBR,BTSX
3.74,2010,GBR,FMLE
3.9,2011,GBR,FMLE
8.07,2018,GBR,BTSX
8.82,2015,GBR,BTSX
3.78,2013,GBR,FMLE
3.66,2012,GBR,FMLE
11.8405,2019,GBR,MLE
13.351,2014,GBR,MLE
12.0648,2010,GBR,MLE
4.08,2016,GBR,FMLE
7.83,2010,GBR,BTSX
8.22,2017,GBR,BTSX
12.9749,2012,GBR,MLE
8.48,2016,GBR,BTSX
13.0079,2016,GBR,MLE
7.89,2019,GBR,BTSX
4.03,2019,GBR,FMLE
13.9541,2013,GBR,MLE
12.1939,2018,GBR,MLE
4.06,2017,GBR,FMLE
4.35,2015,GBR,FMLE
12.4938,2017,GBR,MLE
8.62,2014,GBR,BTSX
12.8067,2011,GBR,MLE
8.24,2012,GBR,BTSX
8.28,2011,GBR,BTSX
13.4155,2015,GBR,MLE
4.04,2014,GBR,FMLE
4.05,2018,GBR,FMLE
8.28,2010,GEO,BTSX
16.271,2018,GEO,MLE
3.05,2018,GEO,FMLE
3.5,2016,GEO,FMLE
3.59,2015,GEO,FMLE
3.12,2013,GEO,FMLE
9.63,2017,GEO,BTSX
15.9768,2012,GEO,MLE
18.1197,2015,GEO,MLE
17.7027,2014,GEO,MLE
10.2871,2014,GEO,BTSX
18.5766,2016,GEO,MLE
17.0265,2013,GEO,MLE
9.15,2012,GEO,BTSX
8.65,2011,GEO,BTSX
10.6969,2016,GEO,BTSX
14.8299,2011,GEO,MLE
16.748,2017,GEO,MLE
3.03,2011,GEO,FMLE
2.87,2010,GEO,FMLE
3.14,2017,GEO,FMLE
2.97,2019,GEO,FMLE
3.51,2014,GEO,FMLE
10.5303,2015,GEO,BTSX
15.9887,2019,GEO,MLE
9.36,2018,GEO,BTSX
14.2368,2010,GEO,MLE
9.76,2013,GEO,BTSX
9.18,2019,GEO,BTSX
2.93,2012,GEO,FMLE
13.637,2011,GHA,MLE
7.8,2011,GHA,BTSX
13.5606,2010,GHA,MLE
12.4637,2017,GHA,MLE
11.9277,2018,GHA,MLE
1.96,2010,GHA,FMLE
6.96,2017,GHA,BTSX
1.38,2016,GHA,FMLE
13.3228,2014,GHA,MLE
1.18,2019,GHA,FMLE
11.7785,2019,GHA,MLE
1.58,2014,GHA,FMLE
1.77,2012,GHA,FMLE
7.79,2012,GHA,BTSX
6.55,2019,GHA,BTSX
1.7,2013,GHA,FMLE
7.2,2016,GHA,BTSX
7.53,2014,GHA,BTSX
6.64,2018,GHA,BTSX
1.3,2017,GHA,FMLE
1.45,2015,GHA,FMLE
13.0205,2015,GHA,MLE
1.83,2011,GHA,FMLE
1.21,2018,GHA,FMLE
7.31,2015,GHA,BTSX
12.8605,2016,GHA,MLE
7.83,2010,GHA,BTSX
7.73,2013,GHA,BTSX
13.6125,2013,GHA,MLE
13.6676,2012,GHA,MLE
8.89,2010,GIN,MLE
6.86,2018,GIN,BTSX
7.28,2013,GIN,BTSX
9.47,2015,GIN,MLE
9.21,2011,GIN,MLE
6.98,2019,GIN,BTSX
9.04,2017,GIN,MLE
5.07,2016,GIN,FMLE
6.77,2010,GIN,BTSX
5.03,2017,GIN,FMLE
4.91,2019,GIN,FMLE
4.84,2018,GIN,FMLE
7.0,2011,GIN,BTSX
9.2,2019,GIN,MLE
4.93,2014,GIN,FMLE
7.13,2014,GIN,BTSX
9.65,2013,GIN,MLE
9.29,2016,GIN,MLE
5.05,2015,GIN,FMLE
9.03,2018,GIN,MLE
4.98,2011,GIN,FMLE
4.96,2012,GIN,FMLE
6.96,2017,GIN,BTSX
9.37,2012,GIN,MLE
7.07,2012,GIN,BTSX
7.09,2016,GIN,BTSX
7.17,2015,GIN,BTSX
9.54,2014,GIN,MLE
5.1,2013,GIN,FMLE
4.84,2010,GIN,FMLE
7.23,2010,GMB,MLE
4.78,2018,GMB,BTSX
3.13,2016,GMB,FMLE
7.06,2013,GMB,MLE
6.7,2016,GMB,MLE
7.12,2014,GMB,MLE
3.47,2011,GMB,FMLE
6.82,2017,GMB,MLE
3.04,2017,GMB,FMLE
3.28,2015,GMB,FMLE
3.39,2010,GMB,FMLE
4.9,2016,GMB,BTSX
3.01,2018,GMB,FMLE
4.8,2019,GMB,BTSX
5.41,2011,GMB,BTSX
4.91,2017,GMB,BTSX
3.5,2013,GMB,FMLE
5.3,2012,GMB,BTSX
6.57,2018,GMB,MLE
11.869,2012,GNB,MLE
4.28,2014,GNB,FMLE
12.0785,2011,GNB,MLE
4.38,2013,GNB,FMLE
8.06,2013,GNB,BTSX
7.25,2015,GNB,BTSX
11.4161,2014,GNB,MLE
3.94,2018,GNB,FMLE
8.17,2011,GNB,BTSX
7.98,2012,GNB,BTSX
6.97,2019,GNB,BTSX
10.6714,2016,GNB,MLE
10.2143,2019,GNB,MLE
7.75,2014,GNB,BTSX
7.3,2017,GNB,BTSX
6.88,2015,GMB,MLE
5.25,2014,GMB,BTSX
5.07,2015,GMB,BTSX
5.3,2010,GMB,BTSX
5.27,2013,GMB,BTSX
7.37,2011,GMB,MLE
3.41,2014,GMB,FMLE
6.62,2019,GMB,MLE
3.48,2012,GMB,FMLE
3.01,2019,GMB,FMLE
7.15,2012,GMB,MLE
4.49,2011,GNB,FMLE
12.4087,2010,GNB,MLE
3.88,2019,GNB,FMLE
5.97,2019,GNQ,FMLE
5.71,2013,GNQ,FMLE
8.36,2010,GNB,BTSX
10.5438,2015,GNB,MLE
4.12,2015,GNB,FMLE
10.6958,2017,GNB,MLE
11.9394,2013,GNB,MLE
4.11,2016,GNB,FMLE
4.06,2017,GNB,FMLE
10.661,2018,GNB,MLE
7.31,2016,GNB,BTSX
4.55,2010,GNB,FMLE
4.31,2012,GNB,FMLE
7.22,2018,GNB,BTSX
8.29,2018,GNQ,BTSX
7.79,2017,GNQ,BTSX
12.6547,2010,GNQ,MLE
11.3612,2016,GNQ,MLE
7.14,2015,GNQ,FMLE
5.69,2018,GNQ,FMLE
10.6695,2013,GNQ,MLE
10.0496,2012,GNQ,BTSX
9.35,2017,GNQ,MLE
15.0187,2011,GNQ,MLE
6.13,2012,GNQ,FMLE
1.9,2018,GRC,FMLE
5.06,2018,GRC,BTSX
1.58,2016,GRC,FMLE
4.37,2011,GRC,BTSX
7.98,2012,GRC,MLE
1.52,2011,GRC,FMLE
6.33,2010,GRC,MLE
9.78,2015,GNQ,BTSX
10.9633,2014,GNQ,MLE
8.83,2014,GNQ,BTSX
9.29,2016,GNQ,BTSX
6.91,2010,GNQ,FMLE
9.44,2019,GNQ,MLE
5.85,2017,GNQ,FMLE
6.71,2016,GNQ,FMLE
10.0338,2010,GNQ,BTSX
10.3687,2018,GNQ,MLE
11.9176,2015,GNQ,MLE
6.5,2011,GNQ,FMLE
13.2758,2012,GNQ,MLE
6.21,2014,GNQ,FMLE
7.9,2019,GNQ,BTSX
11.1533,2011,GNQ,BTSX
8.44,2013,GNQ,BTSX
1.91,2019,GRC,FMLE
1.67,2012,GRC,FMLE
2.03,2017,GRC,FMLE
4.77,2012,GRC,BTSX
7.32,2011,GRC,MLE
5.11,2017,GRC,BTSX
2.17,2014,GRC,FMLE
0.737,2010,GRC,FMLE
5.01,2013,GRC,BTSX
5.09,2019,GRC,BTSX
5.33,2014,GRC,BTSX
0.907,2016,GRD,MLE
0.584,2012,GRD,FMLE
0.894,2015,GRD,MLE
0.508,2015,GRD,FMLE
1.8,2013,GRD,MLE
3.48,2010,GRC,BTSX
2.01,2013,GRC,FMLE
1.98,2015,GRC,FMLE
7.89,2016,GRC,MLE
4.67,2016,GRC,BTSX
8.33,2018,GRC,MLE
8.3,2017,GRC,MLE
8.13,2013,GRC,MLE
8.61,2014,GRC,MLE
8.2,2015,GRC,MLE
5.04,2015,GRC,BTSX
8.38,2019,GRC,MLE
0.0,2014,GRD,MLE
1.14,2014,GRD,FMLE
0.636,2017,GRD,BTSX
0.0,2010,GRD,FMLE
0.818,2017,GRD,MLE
0.973,2016,GRD,BTSX
0.937,2010,GRD,BTSX
0.703,2015,GRD,BTSX
0.0,2011,GRD,FMLE
0.292,2018,GRD,BTSX
0.451,2017,GRD,FMLE
0.585,2019,GRD,MLE
1.7,2011,GRD,BTSX
0.565,2014,GRD,BTSX
9.38,2018,GTM,MLE
8.98,2013,GTM,MLE
6.09,2012,GTM,BTSX
9.38,2012,GTM,MLE
5.71,2016,GTM,BTSX
5.89,2013,GTM,BTSX
2.69,2017,GTM,FMLE
2.83,2016,GTM,FMLE
2.98,2011,GTM,FMLE
3.2,2010,GTM,FMLE
8.87,2015,GTM,MLE
7.29,2010,GTM,BTSX
10.2932,2011,GTM,MLE
5.62,2017,GTM,BTSX
0.655,2019,GRD,BTSX
1.71,2012,GRD,BTSX
0.589,2018,GRD,FMLE
0.0,2018,GRD,MLE
2.82,2012,GRD,MLE
3.36,2011,GRD,MLE
1.85,2010,GRD,MLE
1.19,2013,GRD,BTSX
0.564,2013,GRD,FMLE
0.726,2019,GRD,FMLE
1.04,2016,GRD,FMLE
2.9,2013,GTM,FMLE
2.86,2014,GTM,FMLE
11.5297,2010,GTM,MLE
9.35,2019,GTM,MLE
2.63,2018,GTM,FMLE
8.75,2014,GTM,MLE
62.9942,2019,GUY,MLE
38.4608,2017,GUY,BTSX
5.83,2015,GTM,BTSX
5.91,2019,GTM,BTSX
2.91,2012,GTM,FMLE
8.68,2016,GTM,MLE
6.57,2011,GTM,BTSX
8.63,2017,GTM,MLE
2.88,2015,GTM,FMLE
2.58,2019,GTM,FMLE
5.95,2018,GTM,BTSX
5.76,2014,GTM,BTSX
39.46,2018,GUY,BTSX
59.2883,2013,GUY,MLE
17.3532,2013,GUY,FMLE
32.5884,2011,GUY,BTSX
14.455,2011,GUY,FMLE
16.6804,2017,GUY,FMLE
60.5898,2014,GUY,MLE
15.2285,2010,GUY,FMLE
13.9213,2014,GUY,FMLE
15.7378,2012,GUY,FMLE
59.3184,2016,GUY,MLE
51.6692,2010,GUY,MLE
16.1886,2015,GUY,FMLE
40.2849,2019,GUY,BTSX
37.8992,2016,GUY,BTSX
35.0422,2012,GUY,BTSX
58.4662,2015,GUY,MLE
2.04,2018,HND,BTSX
3.15,2010,HND,MLE
5.77,2012,HND,MLE
3.44,2014,HND,BTSX
0.792,2010,HND,FMLE
0.771,2013,HND,FMLE
6.09,2014,HND,MLE
33.3145,2010,GUY,BTSX
38.2377,2013,GUY,BTSX
17.1238,2018,GUY,FMLE
37.3274,2015,GUY,BTSX
54.5765,2012,GUY,MLE
37.2122,2014,GUY,BTSX
17.3559,2019,GUY,FMLE
16.4154,2016,GUY,FMLE
61.6254,2018,GUY,MLE
50.9843,2011,GUY,MLE
60.1215,2017,GUY,MLE
2.0,2016,HND,BTSX
2.06,2019,HND,BTSX
0.823,2019,HND,FMLE
3.2,2016,HND,MLE
3.25,2012,HND,BTSX
3.06,2011,HND,MLE
0.765,2011,HND,FMLE
3.32,2017,HND,MLE
0.797,2014,HND,FMLE
7.61,2017,HRV,FMLE
16.4292,2016,HRV,BTSX
7.82,2016,HRV,FMLE
25.2714,2018,HRV,MLE
17.6053,2015,HRV,BTSX
8.14,2018,HRV,FMLE
8.72,2014,HRV,FMLE
25.2501,2019,HRV,MLE
24.3838,2017,HRV,MLE
6.96,2013,HRV,FMLE
15.6835,2017,HRV,BTSX
8.11,2019,HRV,FMLE
18.3914,2012,HRV,BTSX
26.7707,2013,HRV,MLE
1.91,2011,HND,BTSX
5.7,2013,HND,MLE
1.97,2010,HND,BTSX
3.23,2013,HND,BTSX
7.22,2015,HND,MLE
2.07,2017,HND,BTSX
0.75,2012,HND,FMLE
4.02,2015,HND,BTSX
3.27,2018,HND,MLE
0.807,2016,HND,FMLE
0.821,2015,HND,FMLE
0.821,2018,HND,FMLE
3.3,2019,HND,MLE
0.828,2017,HND,FMLE
16.3861,2018,HRV,BTSX
9.17,2015,HRV,FMLE
16.4482,2011,HRV,BTSX
16.489,2013,HRV,BTSX
18.3446,2010,HRV,BTSX
28.9978,2012,HRV,MLE
8.15,2016,HTI,FMLE
9.97,2012,HTI,BTSX
10.1292,2011,HTI,BTSX
11.2177,2013,HTI,MLE
11.5333,2016,HTI,MLE
11.0475,2011,HTI,MLE
11.7827,2019,HTI,MLE
9.98,2014,HTI,BTSX
11.3778,2014,HTI,MLE
9.72,2017,HTI,BTSX
9.82,2016,HTI,BTSX
26.7157,2015,HRV,MLE
17.2718,2014,HRV,BTSX
25.7164,2016,HRV,MLE
8.4,2011,HRV,FMLE
28.3718,2010,HRV,MLE
9.03,2010,HRV,FMLE
26.5018,2014,HRV,MLE
25.1126,2011,HRV,MLE
16.3697,2019,HRV,BTSX
8.55,2012,HRV,FMLE
7.83,2017,HTI,FMLE
9.23,2011,HTI,FMLE
8.67,2013,HTI,FMLE
7.71,2018,HTI,FMLE
9.73,2018,HTI,BTSX
11.1201,2012,HTI,MLE
11.8121,2018,HTI,MLE
8.84,2012,HTI,FMLE
11.8239,2010,HTI,MLE
10.0736,2010,HTI,FMLE
9.93,2013,HTI,BTSX
8.52,2015,HTI,FMLE
7.55,2019,HTI,FMLE
10.0373,2015,HTI,BTSX
11.5983,2015,HTI,MLE
9.64,2019,HTI,BTSX
10.9369,2010,HTI,BTSX
11.6616,2017,HTI,MLE
8.61,2014,HTI,FMLE
11.3751,2012,HUN,FMLE
20.4447,2014,HUN,BTSX
8.17,2017,HUN,FMLE
16.6483,2019,HUN,BTSX
9.29,2016,HUN,FMLE
39.6539,2012,HUN,MLE
9.9,2015,HUN,FMLE
17.458,2017,HUN,BTSX
24.8001,2012,HUN,BTSX
8.07,2018,HUN,FMLE
28.3788,2018,HUN,MLE
32.715,2014,HUN,MLE
25.5199,2010,HUN,BTSX
22.0971,2013,HUN,BTSX
41.5829,2010,HUN,MLE
27.7052,2017,HUN,MLE
19.9425,2015,HUN,BTSX
25.8873,2019,HUN,MLE
8.26,2019,HUN,FMLE
9.34,2014,HUN,FMLE
17.7308,2018,HUN,BTSX
35.0247,2013,HUN,MLE
31.0349,2015,HUN,MLE
40.2937,2011,HUN,MLE
18.716,2016,HUN,BTSX
11.0161,2010,HUN,FMLE
25.1392,2011,HUN,BTSX
29.1161,2016,HUN,MLE
11.45,2011,HUN,FMLE
10.4055,2013,HUN,FMLE
3.78,2012,IDN,MLE
2.39,2016,IDN,BTSX
3.64,2014,IDN,MLE
1.08,2019,IDN,FMLE
3.71,2018,IDN,MLE
3.7,2013,IDN,MLE
1.11,2016,IDN,FMLE
1.12,2015,IDN,FMLE
3.74,2019,IDN,MLE
1.24,2012,IDN,FMLE
3.86,2011,IDN,MLE
1.32,2010,IDN,FMLE
3.66,2016,IDN,MLE
2.52,2012,IDN,BTSX
3.93,2010,IDN,MLE
2.36,2015,IDN,BTSX
2.4,2014,IDN,BTSX
2.46,2013,IDN,BTSX
1.1,2017,IDN,FMLE
3.7,2017,IDN,MLE
1.08,2018,IDN,FMLE
1.19,2013,IDN,FMLE
2.64,2010,IDN,BTSX
2.41,2017,IDN,BTSX
2.42,2019,IDN,BTSX
1.29,2011,IDN,FMLE
1.15,2014,IDN,FMLE
2.41,2018,IDN,BTSX
2.59,2011,IDN,BTSX
3.58,2015,IDN,MLE
14.0048,2018,IND,MLE
14.6593,2011,IND,BTSX
15.463,2013,IND,MLE
10.9781,2018,IND,FMLE
12.0517,2016,IND,BTSX
13.6952,2013,IND,BTSX
16.2777,2010,IND,MLE
10.7582,2015,IND,FMLE
13.4284,2016,IND,MLE
11.7793,2013,IND,FMLE
10.5608,2016,IND,FMLE
16.3483,2011,IND,MLE
14.2771,2012,IND,BTSX
14.6421,2010,IND,BTSX
12.7865,2014,IND,BTSX
10.5308,2017,IND,FMLE
11.1132,2019,IND,FMLE
12.2317,2012,IND,FMLE
10.0167,2016,IRL,BTSX
15.4444,2019,IRL,MLE
20.5655,2011,IRL,MLE
16.1286,2016,IRL,MLE
10.9768,2014,IRL,BTSX
18.5265,2010,IRL,MLE
15.8275,2018,IRL,MLE
3.99,2018,IRL,FMLE
4.04,2014,IRL,FMLE
11.3681,2013,IRL,BTSX
12.5034,2011,IRL,BTSX
11.9327,2010,IRL,BTSX
18.0536,2014,IRL,MLE
18.2003,2013,IRL,MLE
14.14,2019,IND,MLE
12.5513,2018,IND,BTSX
13.6686,2015,IND,MLE
12.6863,2019,IND,BTSX
12.0383,2017,IND,BTSX
11.0016,2014,IND,FMLE
14.4339,2014,IND,MLE
12.8682,2010,IND,FMLE
13.4309,2017,IND,MLE
12.8279,2011,IND,FMLE
16.1639,2012,IND,MLE
20.3419,2012,IRL,MLE
3.89,2019,IRL,FMLE
4.03,2016,IRL,FMLE
10.0021,2017,IRL,BTSX
9.2,2016,IRN,MLE
7.65,2019,IRN,MLE
4.06,2012,IRN,FMLE
4.32,2010,IRN,FMLE
6.32,2015,IRN,BTSX
6.22,2016,IRN,BTSX
8.95,2017,IRN,MLE
6.48,2014,IRN,BTSX
3.15,2016,IRN,FMLE
3.04,2017,IRN,FMLE
6.61,2013,IRN,BTSX
9.34,2014,IRN,MLE
12.2715,2015,IND,BTSX
9.62,2019,IRL,BTSX
9.86,2018,IRL,BTSX
4.54,2012,IRL,FMLE
5.42,2010,IRL,FMLE
4.56,2011,IRL,FMLE
16.0543,2017,IRL,MLE
4.06,2017,IRL,FMLE
9.31,2015,IRL,BTSX
14.6908,2015,IRL,MLE
12.3721,2012,IRL,BTSX
4.03,2015,IRL,FMLE
4.66,2013,IRL,FMLE
9.36,2012,IRN,MLE
9.36,2013,IRN,MLE
9.28,2015,IRN,MLE
2.91,2018,IRN,FMLE
3.8,2013,IRN,FMLE
9.16,2011,IRN,MLE
8.36,2018,IRN,MLE
3.27,2015,IRN,FMLE
6.75,2011,IRN,BTSX
6.03,2017,IRN,BTSX
2.75,2019,IRN,FMLE
3.56,2014,IRN,FMLE
8.28,2010,IRN,MLE
6.31,2010,IRN,BTSX
5.67,2018,IRN,BTSX
5.23,2019,IRN,BTSX
6.74,2012,IRN,BTSX
4.3,2011,IRN,FMLE
5.23,2019,IRQ,MLE
5.6,2017,IRQ,MLE
1.95,2019,IRQ,FMLE
4.04,2016,IRQ,BTSX
5.77,2014,IRQ,MLE
5.64,2012,IRQ,MLE
2.57,2011,IRQ,FMLE
2.33,2016,IRQ,FMLE
2.5,2010,IRQ,FMLE
2.06,2018,IRQ,FMLE
4.07,2015,IRQ,BTSX
5.75,2015,IRQ,MLE
2.36,2015,IRQ,FMLE
3.94,2017,IRQ,BTSX
4.12,2012,IRQ,BTSX
4.05,2011,IRQ,BTSX
3.61,2019,IRQ,BTSX
5.24,2010,IRQ,MLE
2.24,2017,IRQ,FMLE
5.72,2016,IRQ,MLE
4.1,2014,IRQ,BTSX
2.53,2013,IRQ,FMLE
2.38,2014,IRQ,FMLE
5.51,2011,IRQ,MLE
5.89,2013,IRQ,MLE
5.35,2018,IRQ,MLE
3.73,2018,IRQ,BTSX
3.89,2010,IRQ,BTSX
4.23,2013,IRQ,BTSX
2.56,2012,IRQ,FMLE
10.8088,2018,ISL,BTSX
21.2486,2016,ISL,MLE
13.8579,2013,ISL,BTSX
11.5929,2011,ISL,BTSX
12.9736,2016,ISL,BTSX
13.4962,2012,ISL,BTSX
12.7549,2010,ISL,BTSX
5.39,2011,ISL,FMLE
18.3321,2012,ISL,MLE
7.34,2013,ISL,FMLE
19.7729,2019,ISL,MLE
2.65,2017,ISL,FMLE
22.0182,2014,ISL,MLE
12.1932,2017,ISL,BTSX
4.64,2016,ISL,FMLE
17.7877,2018,ISL,MLE
5.94,2015,ISL,FMLE
3.78,2018,ISL,FMLE
15.7359,2014,ISL,BTSX
5.75,2010,ISL,FMLE
22.5124,2015,ISL,MLE
9.4,2014,ISL,FMLE
3.9,2019,ISL,FMLE
8.6,2012,ISL,FMLE
21.6695,2017,ISL,MLE
11.8688,2019,ISL,BTSX
20.3125,2013,ISL,MLE
17.7105,2011,ISL,MLE
14.2571,2015,ISL,BTSX
19.6592,2010,ISL,MLE
2.46,2010,ISR,FMLE
4.54,2015,ISR,BTSX
2.07,2015,ISR,FMLE
2.35,2018,ISR,FMLE
10.9756,2010,ISR,MLE
8.38,2016,ISR,MLE
2.43,2011,ISR,FMLE
7.78,2014,ISR,MLE
2.06,2016,ISR,FMLE
2.52,2014,ISR,FMLE
5.65,2011,ISR,BTSX
6.07,2012,ISR,BTSX
7.06,2015,ISR,MLE
5.2,2016,ISR,BTSX
2.27,2012,ISR,FMLE
8.35,2019,ISR,MLE
5.32,2019,ISR,BTSX
8.48,2018,ISR,MLE
2.51,2017,ISR,FMLE
6.66,2010,ISR,BTSX
9.96,2012,ISR,MLE
2.59,2013,ISR,FMLE
8.95,2011,ISR,MLE
5.2,2013,ISR,BTSX
5.4,2018,ISR,BTSX
5.14,2017,ISR,BTSX
2.33,2019,ISR,FMLE
7.86,2013,ISR,MLE
7.8,2017,ISR,MLE
5.13,2014,ISR,BTSX
7.24,2014,ITA,BTSX
3.59,2012,ITA,FMLE
3.33,2011,ITA,FMLE
10.0646,2019,ITA,MLE
6.68,2019,ITA,BTSX
3.7,2013,ITA,FMLE
10.8772,2015,ITA,MLE
10.1297,2016,ITA,MLE
10.7729,2010,ITA,MLE
11.6321,2011,ITA,MLE
7.05,2017,ITA,BTSX
7.35,2011,ITA,BTSX
3.47,2017,ITA,FMLE
3.2,2016,ITA,FMLE
6.88,2010,ITA,BTSX
7.58,2012,ITA,BTSX
6.74,2018,ITA,BTSX
3.46,2019,ITA,FMLE
11.8268,2012,ITA,MLE
3.45,2018,ITA,FMLE
6.57,2016,ITA,BTSX
10.8361,2017,ITA,MLE
3.24,2010,ITA,FMLE
3.5,2014,ITA,FMLE
10.2198,2018,ITA,MLE
7.13,2015,ITA,BTSX
11.6164,2013,ITA,MLE
11.2051,2014,ITA,MLE
7.53,2013,ITA,BTSX
3.59,2015,ITA,FMLE
3.37,2015,JAM,MLE
1.03,2017,JAM,FMLE
0.878,2010,JAM,FMLE
1.04,2018,JAM,FMLE
2.24,2011,JAM,BTSX
3.57,2011,JAM,MLE
3.4,2014,JAM,MLE
3.43,2016,JAM,MLE
1.05,2019,JAM,FMLE
2.38,2019,JAM,BTSX
2.29,2018,JAM,BTSX
1.0,2014,JAM,FMLE
0.929,2011,JAM,FMLE
2.01,2013,JAM,BTSX
3.72,2019,JAM,MLE
2.99,2010,JAM,MLE
3.48,2017,JAM,MLE
3.56,2018,JAM,MLE
2.25,2017,JAM,BTSX
2.08,2012,JAM,BTSX
1.04,2016,JAM,FMLE
1.05,2015,JAM,FMLE
2.2,2014,JAM,BTSX
2.2,2015,JAM,BTSX
0.937,2013,JAM,FMLE
3.1,2013,JAM,MLE
3.22,2012,JAM,MLE
1.93,2010,JAM,BTSX
0.941,2012,JAM,FMLE
2.23,2016,JAM,BTSX
2.3,2017,JOR,MLE
1.64,2019,JOR,BTSX
2.25,2016,JOR,MLE
0.755,2010,JOR,FMLE
1.46,2013,JOR,BTSX
1.51,2011,JOR,BTSX
1.52,2010,JOR,BTSX
0.699,2013,JOR,FMLE
2.41,2018,JOR,MLE
2.22,2015,JOR,MLE
0.692,2016,JOR,FMLE
0.742,2019,JOR,FMLE
1.48,2016,JOR,BTSX
2.2,2013,JOR,MLE
1.5,2012,JOR,BTSX
2.25,2011,JOR,MLE
1.58,2018,JOR,BTSX
2.26,2012,JOR,MLE
0.737,2011,JOR,FMLE
2.51,2019,JOR,MLE
0.713,2012,JOR,FMLE
0.692,2017,JOR,FMLE
1.5,2017,JOR,BTSX
0.698,2014,JOR,FMLE
2.26,2010,JOR,MLE
2.18,2014,JOR,MLE
1.46,2015,JOR,BTSX
1.45,2014,JOR,BTSX
0.679,2015,JOR,FMLE
0.729,2018,JOR,FMLE
30.7384,2012,JPN,MLE
17.0125,2017,JPN,BTSX
12.3015,2014,JPN,FMLE
17.4869,2016,JPN,BTSX
27.2009,2015,JPN,MLE
24.7625,2016,JPN,MLE
24.1122,2010,JPN,BTSX
21.8073,2019,JPN,MLE
15.3445,2019,JPN,BTSX
20.0735,2014,JPN,BTSX
13.8115,2010,JPN,FMLE
21.632,2012,JPN,BTSX
10.115,2017,JPN,FMLE
19.1336,2015,JPN,BTSX
23.3558,2011,JPN,BTSX
10.2127,2018,JPN,FMLE
23.2447,2015,KAZ,BTSX
40.9208,2014,KAZ,MLE
39.3171,2015,KAZ,MLE
31.5479,2018,KAZ,MLE
10.4983,2010,KAZ,FMLE
10.0279,2011,KAZ,FMLE
12.9215,2012,JPN,FMLE
12.8996,2013,JPN,FMLE
28.2047,2014,JPN,MLE
23.5262,2018,JPN,MLE
21.3729,2013,JPN,BTSX
30.2347,2013,JPN,MLE
16.7151,2018,JPN,BTSX
10.5371,2016,JPN,FMLE
34.8705,2010,JPN,MLE
24.2355,2017,JPN,MLE
32.8119,2011,JPN,MLE
9.18,2019,JPN,FMLE
11.4252,2015,JPN,FMLE
14.3066,2011,JPN,FMLE
7.8,2016,KAZ,FMLE
29.9393,2010,KAZ,BTSX
50.7197,2010,KAZ,MLE
20.8072,2017,KAZ,BTSX
9.6,2012,KAZ,FMLE
48.6955,2011,KAZ,MLE
46.841,2012,KAZ,MLE
27.6139,2012,KAZ,BTSX
24.1867,2014,KAZ,BTSX
18.96,2018,KAZ,BTSX
34.8535,2017,KAZ,MLE
7.11,2018,KAZ,FMLE
3.39,2010,KEN,FMLE
8.98,2018,KEN,MLE
8.41,2017,KEN,MLE
8.55,2010,KEN,MLE
2.83,2017,KEN,FMLE
5.6,2017,KEN,BTSX
9.19,2013,KAZ,FMLE
21.7351,2016,KAZ,BTSX
8.16,2015,KAZ,FMLE
6.77,2019,KAZ,FMLE
44.616,2013,KAZ,MLE
26.3301,2013,KAZ,BTSX
7.6,2017,KAZ,FMLE
29.0263,2019,KAZ,MLE
36.5677,2016,KAZ,MLE
8.49,2014,KAZ,FMLE
28.7263,2011,KAZ,BTSX
17.5658,2019,KAZ,BTSX
3.03,2012,KEN,FMLE
3.05,2018,KEN,FMLE
5.89,2013,KEN,BTSX
6.0,2018,KEN,BTSX
2.8,2016,KEN,FMLE
9.08,2019,KEN,MLE
3.07,2011,KEN,FMLE
3.16,2013,KEN,FMLE
2.94,2015,KEN,FMLE
5.46,2015,KEN,BTSX
5.43,2016,KEN,BTSX
8.65,2013,KEN,MLE
5.95,2010,KEN,BTSX
3.19,2019,KEN,FMLE
10.9232,2012,KGZ,BTSX
11.2726,2011,KGZ,BTSX
3.46,2017,KGZ,FMLE
3.98,2013,KGZ,FMLE
11.6797,2019,KGZ,MLE
12.7266,2018,KGZ,MLE
8.62,2016,KGZ,BTSX
4.62,2010,KGZ,FMLE
10.4592,2013,KGZ,BTSX
18.3022,2010,KGZ,MLE
3.1,2014,KEN,FMLE
8.27,2014,KEN,MLE
8.01,2015,KEN,MLE
5.88,2011,KEN,BTSX
5.67,2014,KEN,BTSX
8.78,2012,KEN,MLE
5.88,2012,KEN,BTSX
8.74,2011,KEN,MLE
6.11,2019,KEN,BTSX
8.1,2016,KEN,MLE
4.12,2014,KGZ,FMLE
4.8,2011,KGZ,FMLE
11.3811,2010,KGZ,BTSX
16.0609,2015,KGZ,MLE
