rate,YEAR,COUNTRY,SEX
12.4191,2010,MWI,MLE
9.84,2017,MWI,MLE
6.28,2014,MWI,BTSX
10.2094,2016,MWI,MLE
5.59,2018,MWI,BTSX
8.15,2010,MWI,BTSX
7.26,2011,MWI,BTSX
2.39,2013,MWI,FMLE
5.85,2017,MWI,BTSX
5.41,2019,MWI,BTSX
2.23,2014,MWI,FMLE
9.2,2019,MWI,MLE
2.05,2016,MWI,FMLE
6.19,2015,MWI,BTSX
11.3072,2011,MWI,MLE
2.05,2013,MYS,FMLE
6.56,2013,MYS,MLE
4.37,2013,MYS,BTSX
5.06,2016,MYS,BTSX
5.35,2017,MYS,BTSX
2.25,2018,MYS,FMLE
8.29,2017,MYS,MLE
2.1,2012,MYS,FMLE
7.01,2014,MYS,MLE
4.83,2015,MYS,BTSX
6.87,2011,MYS,MLE
4.51,2010,MYS,BTSX
8.92,2019,MYS,MLE
2.3,2019,MYS,FMLE
6.79,2010,MYS,MLE
5.44,2018,MYS,BTSX
8.46,2018,MYS,MLE
2.17,2015,MYS,FMLE
2.24,2017,MYS,FMLE
2.21,2016,MYS,FMLE
7.34,2015,MYS,MLE
4.56,2012,MYS,BTSX
5.71,2019,MYS,BTSX
2.13,2014,MYS,FMLE
6.88,2012,MYS,MLE
4.55,2011,MYS,BTSX
7.75,2016,MYS,MLE
2.08,2010,MYS,FMLE
2.08,2011,MYS,FMLE
4.64,2014,MYS,BTSX
10.9197,2014,NAM,BTSX
11.6421,2015,NAM,BTSX
4.55,2016,NAM,FMLE
10.167,2013,NAM,BTSX
9.87,2018,NAM,BTSX
10.6843,2016,NAM,BTSX
17.264,2013,NAM,MLE
3.27,2012,NAM,FMLE
4.96,2010,NAM,FMLE
17.222,2016,NAM,MLE
18.3656,2017,NAM,MLE
9.73,2019,NAM,BTSX
17.6734,2014,NAM,MLE
4.59,2014,NAM,FMLE
16.7256,2019,NAM,MLE
5.29,2015,NAM,FMLE
3.52,2013,NAM,FMLE
12.8811,2010,NAM,BTSX
11.3992,2011,NAM,BTSX
3.84,2011,NAM,FMLE
10.2058,2012,NAM,BTSX
17.0426,2018,NAM,MLE
18.4153,2015,NAM,MLE
3.91,2017,NAM,FMLE
19.4752,2011,NAM,MLE
3.12,2018,NAM,FMLE
3.15,2019,NAM,FMLE
10.9087,2017,NAM,BTSX
17.6104,2012,NAM,MLE
21.3472,2010,NAM,MLE
7.53,2012,NER,MLE
3.39,2012,NER,FMLE
5.52,2013,NER,BTSX
3.29,2017,NER,FMLE
7.25,2016,NER,MLE
7.19,2018,NER,MLE
3.36,2010,NER,FMLE
7.62,2014,NER,MLE
7.33,2010,NER,MLE
3.31,2016,NER,FMLE
7.62,2013,NER,MLE
7.21,2019,NER,MLE
7.38,2015,NER,MLE
6.36,2010,NGA,MLE
4.4,2010,NGA,BTSX
6.11,2012,NGA,MLE
5.88,2013,NGA,MLE
2.4,2010,NGA,FMLE
1.93,2019,NGA,FMLE
4.2,2012,NGA,BTSX
3.85,2014,NGA,BTSX
1.99,2016,NGA,FMLE
1.97,2017,NGA,FMLE
5.28,2016,NGA,MLE
4.05,2013,NGA,BTSX
5.33,2015,NGA,MLE
5.02,2019,NGA,MLE
5.34,2010,NER,BTSX
5.46,2012,NER,BTSX
3.29,2018,NER,FMLE
3.41,2014,NER,FMLE
5.37,2011,NER,BTSX
7.38,2011,NER,MLE
7.2,2017,NER,MLE
5.52,2014,NER,BTSX
3.41,2013,NER,FMLE
5.37,2015,NER,BTSX
5.26,2019,NER,BTSX
3.35,2015,NER,FMLE
5.25,2018,NER,BTSX
3.3,2019,NER,FMLE
3.36,2011,NER,FMLE
5.29,2016,NER,BTSX
5.25,2017,NER,BTSX
1.95,2018,NGA,FMLE
6.34,2011,NGA,MLE
5.55,2014,NGA,MLE
3.49,2019,NGA,BTSX
2.24,2012,NGA,FMLE
2.09,2014,NGA,FMLE
3.66,2016,NGA,BTSX
4.35,2011,NGA,BTSX
5.16,2017,NGA,MLE
3.53,2018,NGA,BTSX
2.02,2015,NGA,FMLE
2.32,2011,NGA,FMLE
3.69,2015,NGA,BTSX
5.07,2018,NGA,MLE
3.58,2017,NGA,BTSX
2.18,2013,NGA,FMLE
8.12,2011,NIC,MLE
2.28,2010,NIC,FMLE
5.27,2013,NIC,BTSX
7.34,2010,NIC,MLE
6.96,2018,NIC,MLE
5.5,2011,NIC,BTSX
4.53,2014,NIC,BTSX
4.35,2016,NIC,BTSX
2.21,2014,NIC,FMLE
2.23,2015,NIC,FMLE
6.83,2017,NIC,MLE
2.94,2011,NIC,FMLE
1.91,2019,NIC,FMLE
1.81,2016,NIC,FMLE
6.29,2015,NIC,MLE
2.12,2017,NIC,FMLE
6.39,2012,NIC,MLE
2.48,2012,NIC,FMLE
4.23,2015,NIC,BTSX
4.77,2010,NIC,BTSX
6.95,2016,NIC,MLE
8.13,2013,NIC,MLE
6.91,2014,NIC,MLE
4.54,2018,NIC,BTSX
6.86,2019,NIC,MLE
2.19,2018,NIC,FMLE
4.35,2019,NIC,BTSX
4.41,2012,NIC,BTSX
4.44,2017,NIC,BTSX
2.49,2013,NIC,FMLE
11.9083,2016,NLD,BTSX
10.0601,2011,NLD,BTSX
13.9616,2011,NLD,MLE
7.01,2012,NLD,FMLE
8.12,2017,NLD,FMLE
5.81,2010,NLD,FMLE
9.81,2010,NLD,BTSX
7.72,2014,NLD,FMLE
15.8282,2016,NLD,MLE
10.7158,2012,NLD,BTSX
8.45,2018,NLD,FMLE
7.45,2013,NLD,FMLE
11.7818,2015,NLD,BTSX
6.21,2011,NLD,FMLE
11.5983,2014,NLD,BTSX
8.03,2016,NLD,FMLE
15.4636,2019,NLD,MLE
14.4744,2012,NLD,MLE
16.0795,2017,NLD,MLE
11.8436,2019,NLD,BTSX
16.302,2013,NLD,MLE
11.3667,2018,NLD,BTSX
13.8606,2010,NLD,MLE
12.0784,2017,NLD,BTSX
8.25,2019,NLD,FMLE
11.8491,2013,NLD,BTSX
7.92,2015,NLD,FMLE
15.6884,2015,NLD,MLE
14.3132,2018,NLD,MLE
15.5282,2014,NLD,MLE
11.7768,2013,NOR,BTSX
16.2634,2017,NOR,MLE
16.5489,2016,NOR,MLE
12.6146,2016,NOR,BTSX
18.7741,2011,NOR,MLE
15.5829,2013,NOR,MLE
16.1561,2015,NOR,MLE
11.9511,2018,NOR,BTSX
12.4583,2015,NOR,BTSX
11.4272,2012,NOR,BTSX
8.71,2015,NOR,FMLE
15.9309,2012,NOR,MLE
7.73,2011,NOR,FMLE
16.0062,2018,NOR,MLE
16.5638,2014,NOR,MLE
11.6413,2014,NOR,BTSX
8.03,2010,NOR,FMLE
12.3541,2010,NOR,BTSX
7.82,2018,NOR,FMLE
16.6832,2010,NOR,MLE
8.62,2016,NOR,FMLE
6.9,2012,NOR,FMLE
6.66,2014,NOR,FMLE
12.1443,2017,NOR,BTSX
7.94,2013,NOR,FMLE
7.69,2019,NOR,FMLE
13.2617,2011,NOR,BTSX
15.7798,2019,NOR,MLE
7.95,2017,NOR,FMLE
11.7756,2019,NOR,BTSX
8.49,2014,NPL,BTSX
2.64,2012,NPL,FMLE
8.93,2011,NPL,BTSX
16.1245,2018,NPL,MLE
15.2584,2014,NPL,MLE
8.68,2010,NPL,BTSX
15.4498,2013,NPL,MLE
15.5574,2016,NPL,MLE
8.65,2017,NPL,BTSX
8.88,2012,NPL,BTSX
2.65,2013,NPL,FMLE
8.52,2015,NPL,BTSX
15.4358,2015,NPL,MLE
8.82,2018,NPL,BTSX
2.74,2019,NPL,FMLE
16.4368,2019,NPL,MLE
15.578,2011,NPL,MLE
2.53,2010,NPL,FMLE
2.63,2011,NPL,FMLE
15.0297,2010,NPL,MLE
2.65,2015,NPL,FMLE
2.73,2018,NPL,FMLE
15.6446,2012,NPL,MLE
8.54,2016,NPL,BTSX
8.99,2019,NPL,BTSX
2.62,2014,NPL,FMLE
15.7764,2017,NPL,MLE
2.67,2016,NPL,FMLE
2.71,2017,NPL,FMLE
8.69,2013,NPL,BTSX
11.0467,2019,NZL,BTSX
12.6426,2010,NZL,BTSX
5.78,2014,NZL,FMLE
6.52,2015,NZL,FMLE
6.78,2012,NZL,FMLE
7.15,2010,NZL,FMLE
17.5542,2013,NZL,MLE
6.3,2016,NZL,FMLE
6.97,2013,NZL,FMLE
11.3615,2018,NZL,BTSX
5.96,2018,NZL,FMLE
11.7202,2015,NZL,BTSX
12.1718,2013,NZL,BTSX
12.1574,2016,NZL,BTSX
19.0596,2017,NZL,MLE
18.2146,2016,NZL,MLE
16.4866,2019,NZL,MLE
17.444,2011,NZL,MLE
5.79,2019,NZL,FMLE
18.7588,2012,NZL,MLE
12.6686,2012,NZL,BTSX
6.58,2017,NZL,FMLE
17.0991,2015,NZL,MLE
7.24,2014,OMN,MLE
7.05,2015,OMN,MLE
1.5,2010,OMN,FMLE
1.2,2015,OMN,FMLE
1.13,2016,OMN,FMLE
4.85,2019,OMN,BTSX
6.59,2018,OMN,MLE
6.63,2017,OMN,MLE
7.59,2013,OMN,MLE
1.23,2014,OMN,FMLE
9.1,2011,OMN,MLE
4.69,2018,OMN,BTSX
6.6,2016,OMN,MLE
5.02,2015,OMN,BTSX
1.09,2017,OMN,FMLE
1.01,2018,OMN,FMLE
6.83,2019,OMN,MLE
1.26,2012,OMN,FMLE
6.12,2011,OMN,BTSX
10.1917,2010,OMN,MLE
1.25,2013,OMN,FMLE
5.39,2012,OMN,BTSX
4.74,2017,OMN,BTSX
13.4168,2016,PAK,MLE
4.48,2014,PAK,FMLE
8.92,2018,PAK,BTSX
8.78,2012,PAK,BTSX
8.9,2014,PAK,BTSX
12.9686,2013,PAK,MLE
12.7947,2010,PAK,MLE
12.7159,2011,PAK,MLE
5.11,2014,OMN,BTSX
6.74,2010,OMN,BTSX
7.85,2012,OMN,MLE
4.72,2016,OMN,BTSX
5.29,2013,OMN,BTSX
1.37,2011,OMN,FMLE
0.997,2019,OMN,FMLE
16.943,2018,NZL,MLE
17.0134,2014,NZL,MLE
18.3354,2010,NZL,MLE
11.3024,2014,NZL,BTSX
12.7145,2017,NZL,BTSX
5.54,2011,NZL,FMLE
11.3861,2011,NZL,BTSX
4.45,2015,PAK,FMLE
8.8,2010,PAK,BTSX
4.49,2012,PAK,FMLE
8.74,2011,PAK,BTSX
4.53,2011,PAK,FMLE
9.09,2017,PAK,BTSX
4.35,2018,PAK,FMLE
8.97,2015,PAK,BTSX
8.86,2013,PAK,BTSX
4.5,2013,PAK,FMLE
4.5,2016,PAK,FMLE
13.2304,2015,PAK,MLE
13.4574,2017,PAK,MLE
4.46,2017,PAK,FMLE
4.34,2019,PAK,FMLE
13.0744,2014,PAK,MLE
4.55,2010,PAK,FMLE
12.8146,2012,PAK,MLE
9.09,2016,PAK,BTSX
13.2335,2018,PAK,MLE
13.2539,2019,PAK,MLE
8.93,2019,PAK,BTSX
1.15,2011,PAN,FMLE
6.28,2012,PAN,MLE
2.86,2019,PAN,BTSX
1.08,2010,PAN,FMLE
4.74,2019,PAN,MLE
7.23,2010,PAN,MLE
1.01,2016,PAN,FMLE
5.4,2017,PAN,MLE
6.16,2013,PAN,MLE
3.8,2011,PAN,BTSX
7.03,2014,PAN,MLE
3.41,2013,PAN,BTSX
1.0,2018,PAN,FMLE
3.27,2016,PAN,BTSX
3.61,2012,PAN,BTSX
6.43,2011,PAN,MLE
0.651,2013,PAN,FMLE
4.8,2018,PAN,MLE
2.9,2015,PAN,BTSX
4.17,2010,PAN,BTSX
1.11,2014,PAN,FMLE
4.72,2015,PAN,MLE
3.17,2017,PAN,BTSX
5.52,2016,PAN,MLE
0.971,2019,PAN,FMLE
4.08,2014,PAN,BTSX
1.06,2015,PAN,FMLE
2.9,2018,PAN,BTSX
0.926,2012,PAN,FMLE
0.922,2017,PAN,FMLE
2.71,2015,PER,BTSX
2.9,2014,PER,BTSX
3.2,2012,PER,BTSX
3.86,2016,PER,MLE
1.45,2015,PER,FMLE
1.65,2013,PER,FMLE
1.83,2011,PER,FMLE
1.93,2010,PER,FMLE
4.56,2013,PER,MLE
5.02,2010,PER,MLE
1.4,2019,PER,FMLE
2.74,2017,PER,BTSX
2.63,2016,PER,BTSX
4.81,2011,PER,MLE
3.97,2015,PER,MLE
3.1,2013,PER,BTSX
1.42,2016,PER,FMLE
1.43,2017,PER,FMLE
2.78,2019,PER,BTSX
4.27,2014,PER,MLE
1.41,2018,PER,FMLE
1.55,2014,PER,FMLE
4.07,2017,PER,MLE
2.76,2018,PER,BTSX
1.75,2012,PER,FMLE
4.67,2012,PER,MLE
4.17,2019,PER,MLE
3.47,2010,PER,BTSX
3.31,2011,PER,BTSX
4.13,2018,PER,MLE
3.29,2017,PHL,MLE
3.21,2018,PHL,MLE
2.28,2014,PHL,BTSX
2.21,2017,PHL,BTSX
3.46,2015,PHL,MLE
2.36,2012,PHL,BTSX
1.25,2012,PHL,FMLE
1.0,2014,PHL,FMLE
2.24,2016,PHL,BTSX
3.44,2010,PHL,MLE
3.49,2013,PHL,MLE
2.27,2015,PHL,BTSX
3.45,2012,PHL,MLE
1.11,2017,PHL,FMLE
1.27,2010,PHL,FMLE
2.71,2011,PHL,BTSX
1.35,2010,PNG,FMLE
1.61,2015,PNG,FMLE
2.95,2016,PNG,BTSX
4.12,2017,PNG,MLE
2.55,2010,PNG,BTSX
2.95,2019,PNG,BTSX
3.89,2013,PNG,MLE
4.25,2019,PNG,MLE
2.56,2011,PNG,BTSX
1.52,2018,PNG,FMLE
2.95,2015,PNG,BTSX
1.59,2016,PNG,FMLE
4.15,2014,PNG,MLE
1.5,2017,PNG,FMLE
1.46,2011,PHL,FMLE
2.37,2013,PHL,BTSX
2.36,2010,PHL,BTSX
1.16,2019,PHL,FMLE
1.13,2018,PHL,FMLE
1.07,2015,PHL,FMLE
2.15,2019,PHL,BTSX
1.24,2013,PHL,FMLE
1.09,2016,PHL,FMLE
3.95,2011,PHL,MLE
3.37,2016,PHL,MLE
2.18,2018,PHL,BTSX
3.13,2019,PHL,MLE
3.53,2014,PHL,MLE
4.15,2018,PNG,MLE
1.45,2013,PNG,FMLE
3.91,2012,PNG,MLE
1.59,2019,PNG,FMLE
1.59,2014,PNG,FMLE
3.73,2011,PNG,MLE
3.36,2016,POL,FMLE
28.3972,2015,POL,MLE
4.55,2012,POL,FMLE
3.06,2019,POL,FMLE
4.8,2010,POL,FMLE
3.42,2017,POL,FMLE
13.8297,2016,POL,BTSX
17.9895,2011,POL,BTSX
15.8531,2015,POL,BTSX
18.6215,2010,POL,BTSX
2.83,2017,PNG,BTSX
4.23,2015,PNG,MLE
4.25,2016,PNG,MLE
1.44,2012,PNG,FMLE
3.71,2010,PNG,MLE
2.86,2018,PNG,BTSX
2.7,2012,PNG,BTSX
2.89,2014,PNG,BTSX
2.69,2013,PNG,BTSX
1.35,2011,PNG,FMLE
4.62,2014,POL,FMLE
23.8093,2017,POL,MLE
17.3881,2014,POL,BTSX
32.5763,2013,POL,MLE
22.7805,2018,POL,MLE
4.37,2011,POL,FMLE
11.3017,2019,POL,BTSX
4.75,2013,POL,FMLE
32.5353,2011,POL,MLE
18.2239,2013,POL,BTSX
18.5081,2012,POL,BTSX
4.05,2015,POL,FMLE
33.3898,2012,POL,MLE
30.9762,2014,POL,MLE
13.3021,2017,POL,BTSX
12.6598,2018,POL,BTSX
3.14,2018,POL,FMLE
33.3827,2010,POL,MLE
24.9624,2016,POL,MLE
20.0684,2019,POL,MLE
11.1215,2012,PRK,MLE
11.6408,2014,PRK,MLE
10.3551,2016,PRK,BTSX
8.32,2012,PRK,FMLE
9.38,2019,PRK,BTSX
10.001,2014,PRK,BTSX
11.1,2011,PRK,MLE
11.0337,2018,PRK,MLE
9.85,2013,PRK,BTSX
10.5014,2015,PRK,BTSX
9.75,2017,PRK,BTSX
8.41,2011,PRK,FMLE
9.69,2012,PRK,BTSX
11.396,2013,PRK,MLE
9.73,2011,PRK,BTSX
7.64,2019,PRK,FMLE
8.02,2017,PRK,FMLE
12.4541,2015,PRK,MLE
8.29,2010,PRK,FMLE
9.28,2018,PRK,BTSX
11.5567,2017,PRK,MLE
8.37,2013,PRK,FMLE
11.191,2019,PRK,MLE
12.3021,2016,PRK,MLE
7.59,2018,PRK,FMLE
8.49,2016,PRK,FMLE
8.63,2015,PRK,FMLE
9.53,2010,PRK,BTSX
8.43,2014,PRK,FMLE
10.8231,2010,PRK,MLE
14.2344,2014,PRT,BTSX
18.2083,2016,PRT,MLE
11.46,2019,PRT,BTSX
6.61,2010,PRT,FMLE
18.6281,2017,PRT,MLE
19.2055,2015,PRT,MLE
11.9579,2017,PRT,BTSX
5.88,2013,PRT,FMLE
13.2074,2015,PRT,BTSX
13.5107,2012,PRT,BTSX
7.81,2015,PRT,FMLE
13.6061,2010,PRT,BTSX
19.7593,2011,PRT,MLE
5.19,2016,PRT,FMLE
11.7384,2018,PRT,BTSX
6.96,2014,PRT,FMLE
22.2268,2012,PRT,MLE
22.2978,2014,PRT,MLE
17.8855,2019,PRT,MLE
5.97,2017,PRT,FMLE
21.2331,2010,PRT,MLE
12.257,2011,PRT,BTSX
19.902,2013,PRT,MLE
5.4,2011,PRT,FMLE
12.5426,2013,PRT,BTSX
5.69,2019,PRT,FMLE
6.3,2018,PRT,FMLE
11.3504,2016,PRT,BTSX
17.7963,2018,PRT,MLE
5.59,2012,PRT,FMLE
4.8,2010,PRY,MLE
3.53,2010,PRY,BTSX
5.73,2015,PRY,BTSX
6.05,2017,PRY,BTSX
3.19,2015,PRY,FMLE
2.69,2011,PRY,FMLE
2.21,2010,PRY,FMLE
8.74,2019,PRY,MLE
4.56,2011,PRY,BTSX
7.68,2016,PRY,MLE
3.8,2014,PRY,FMLE
3.24,2019,PRY,FMLE
4.58,2012,PRY,BTSX
7.84,2014,PRY,MLE
3.2,2018,PRY,FMLE
3.43,2017,PRY,FMLE
6.98,2013,PRY,MLE
5.95,2018,PRY,BTSX
6.38,2011,PRY,MLE
2.8,2013,PRY,FMLE
5.86,2014,PRY,BTSX
5.29,2016,PRY,BTSX
8.58,2017,PRY,MLE
4.93,2013,PRY,BTSX
3.2,2012,PRY,FMLE
5.92,2012,PRY,MLE
8.62,2018,PRY,MLE
8.18,2015,PRY,MLE
6.03,2019,PRY,BTSX
2.82,2016,PRY,FMLE
7.95,2011,QAT,BTSX
6.67,2013,QAT,BTSX
6.29,2014,QAT,BTSX
1.84,2016,QAT,FMLE
1.79,2013,QAT,FMLE
7.41,2016,QAT,MLE
7.44,2015,QAT,MLE
7.38,2012,QAT,BTSX
6.11,2015,QAT,BTSX
1.97,2012,QAT,FMLE
5.84,2019,QAT,BTSX
9.73,2011,QAT,MLE
8.23,2010,QAT,BTSX
9.03,2012,QAT,MLE
8.17,2013,QAT,MLE
7.08,2018,QAT,MLE
5.76,2018,QAT,BTSX
1.76,2017,QAT,FMLE
7.07,2017,QAT,MLE
1.71,2018,QAT,FMLE
2.09,2011,QAT,FMLE
6.07,2016,QAT,BTSX
1.88,2015,QAT,FMLE
2.16,2010,QAT,FMLE
7.19,2019,QAT,MLE
7.7,2014,QAT,MLE
1.72,2019,QAT,FMLE
1.76,2014,QAT,FMLE
10.0972,2010,QAT,MLE
5.78,2017,QAT,BTSX
21.3072,2013,ROU,MLE
10.211,2018,ROU,BTSX
3.73,2011,ROU,FMLE
17.4777,2016,ROU,MLE
16.5156,2019,ROU,MLE
4.47,2010,ROU,FMLE
3.24,2016,ROU,FMLE
3.34,2018,ROU,FMLE
12.1406,2011,ROU,BTSX
21.0448,2011,ROU,MLE
3.51,2012,ROU,FMLE
3.27,2014,ROU,FMLE
3.33,2019,ROU,FMLE
17.4603,2018,ROU,MLE
22.2013,2012,ROU,MLE
3.45,2017,ROU,FMLE
3.65,2013,ROU,FMLE
19.8024,2014,ROU,MLE
10.1695,2016,ROU,BTSX
12.2375,2013,ROU,BTSX
9.74,2019,ROU,BTSX
11.5138,2015,ROU,BTSX
19.9489,2015,ROU,MLE
13.2495,2010,ROU,BTSX
10.0823,2017,ROU,BTSX
11.3156,2014,ROU,BTSX
3.51,2015,ROU,FMLE
17.0754,2017,ROU,MLE
12.5901,2012,ROU,BTSX
22.5526,2010,ROU,MLE
10.7373,2016,RUS,FMLE
59.9829,2014,RUS,MLE
59.2986,2013,RUS,MLE
12.6354,2010,RUS,FMLE
11.2037,2013,RUS,FMLE
11.2729,2014,RUS,FMLE
34.414,2012,RUS,BTSX
33.4898,2013,RUS,BTSX
27.109,2018,RUS,BTSX
30.9852,2016,RUS,BTSX
25.1078,2019,RUS,BTSX
12.0408,2011,RUS,FMLE
43.6337,2019,RUS,MLE
9.11,2019,RUS,FMLE
49.2962,2017,RUS,MLE
9.97,2017,RUS,FMLE
11.5736,2012,RUS,FMLE
56.4079,2015,RUS,MLE
32.0482,2015,RUS,BTSX
11.0201,2015,RUS,FMLE
38.0784,2010,RUS,BTSX
9.72,2018,RUS,FMLE
28.1927,2017,RUS,BTSX
35.8928,2011,RUS,BTSX
47.2434,2018,RUS,MLE
63.4903,2011,RUS,MLE
54.4407,2016,RUS,MLE
60.855,2012,RUS,MLE
67.4966,2010,RUS,MLE
33.8414,2014,RUS,BTSX
4.12,2010,RWA,FMLE
3.28,2015,RWA,FMLE
3.67,2012,RWA,FMLE
8.68,2011,RWA,MLE
5.82,2014,RWA,BTSX
5.66,2016,RWA,BTSX
5.58,2018,RWA,BTSX
8.25,2015,RWA,MLE
8.36,2014,RWA,MLE
8.21,2016,RWA,MLE
8.28,2013,RWA,MLE
3.85,2011,RWA,FMLE
5.72,2015,RWA,BTSX
3.2,2016,RWA,FMLE
9.1,2010,RWA,MLE
6.03,2012,RWA,BTSX
3.37,2014,RWA,FMLE
6.22,2011,RWA,BTSX
5.61,2017,RWA,BTSX
3.09,2017,RWA,FMLE
5.57,2019,RWA,BTSX
8.48,2012,RWA,MLE
8.22,2017,RWA,MLE
3.42,2013,RWA,FMLE
3.02,2019,RWA,FMLE
8.22,2019,RWA,MLE
6.56,2010,RWA,BTSX
5.8,2013,RWA,BTSX
3.03,2018,RWA,FMLE
8.21,2018,RWA,MLE
9.09,2011,SAU,MLE
2.36,2014,SAU,FMLE
2.36,2013,SAU,FMLE
9.46,2016,SAU,MLE
2.29,2015,SAU,FMLE
2.23,2011,SAU,FMLE
2.12,2017,SAU,FMLE
9.51,2012,SAU,MLE
2.03,2018,SAU,FMLE
9.28,2017,SAU,MLE
9.41,2015,SAU,MLE
9.62,2013,SAU,MLE
2.2,2016,SAU,FMLE
9.09,2018,SAU,MLE
9.83,2014,SAU,MLE
6.1,2011,SAU,BTSX
6.34,2015,SAU,BTSX
6.6,2014,SAU,BTSX
8.27,2010,SAU,MLE
6.34,2016,SAU,BTSX
2.41,2012,SAU,FMLE
5.47,2010,SAU,BTSX
6.42,2012,SAU,BTSX
6.22,2017,SAU,BTSX
1.95,2019,SAU,FMLE
6.09,2018,SAU,BTSX
8.91,2019,SAU,MLE
5.97,2019,SAU,BTSX
6.47,2013,SAU,BTSX
1.87,2010,SAU,FMLE
3.84,2019,SDN,BTSX
2.75,2019,SDN,FMLE
5.17,2013,SDN,MLE
2.87,2013,SDN,FMLE
2.8,2017,SDN,FMLE
3.88,2015,SDN,BTSX
4.03,2010,SDN,BTSX
4.99,2015,SDN,MLE
4.89,2017,SDN,MLE
2.8,2018,SDN,FMLE
3.94,2014,SDN,BTSX
3.87,2018,SDN,BTSX
2.89,2010,SDN,FMLE
3.84,2017,SDN,BTSX
5.25,2011,SDN,MLE
3.86,2016,SDN,BTSX
5.07,2014,SDN,MLE
4.93,2016,SDN,MLE
4.11,2011,SDN,BTSX
2.79,2016,SDN,FMLE
2.98,2011,SDN,FMLE
2.81,2014,SDN,FMLE
4.93,2019,SDN,MLE
2.85,2012,SDN,FMLE
4.02,2013,SDN,BTSX
5.13,2012,SDN,MLE
2.76,2015,SDN,FMLE
4.94,2018,SDN,MLE
5.18,2010,SDN,MLE
3.99,2012,SDN,BTSX
3.43,2010,SEN,FMLE
6.45,2011,SEN,BTSX
6.0,2019,SEN,BTSX
6.07,2018,SEN,BTSX
6.45,2014,SEN,BTSX
6.49,2013,SEN,BTSX
6.49,2012,SEN,BTSX
3.34,2015,SEN,FMLE
3.51,2013,SEN,FMLE
9.45,2016,SEN,MLE
3.17,2017,SEN,FMLE
9.66,2011,SEN,MLE
3.0,2019,SEN,FMLE
3.23,2016,SEN,FMLE
9.34,2017,SEN,MLE
9.68,2012,SEN,MLE
9.63,2013,SEN,MLE
3.08,2018,SEN,FMLE
6.36,2015,SEN,BTSX
9.65,2014,SEN,MLE
3.43,2014,SEN,FMLE
3.48,2012,SEN,FMLE
3.41,2011,SEN,FMLE
9.87,2010,SEN,MLE
6.56,2010,SEN,BTSX
6.26,2016,SEN,BTSX
9.16,2019,SEN,MLE
9.55,2015,SEN,MLE
6.18,2017,SEN,BTSX
6.06,2013,SGP,FMLE
6.18,2017,SGP,FMLE
11.2059,2019,SGP,BTSX
9.42,2018,SGP,BTSX
10.2002,2014,SGP,BTSX
10.2765,2013,SGP,BTSX
11.2576,2012,SGP,BTSX
7.06,2019,SGP,FMLE
12.8309,2010,SGP,MLE
5.82,2015,SGP,FMLE
11.8801,2015,SGP,MLE
8.25,2012,SGP,FMLE
6.44,2016,SGP,FMLE
14.9778,2019,SGP,MLE
13.9924,2012,SGP,MLE
6.67,2011,SGP,FMLE
9.21,2018,SEN,MLE
5.99,2018,SGP,FMLE
9.91,2010,SGP,BTSX
14.3125,2014,SGP,MLE
12.551,2018,SGP,MLE
11.4978,2016,SGP,MLE
11.5222,2017,SGP,MLE
8.99,2015,SGP,BTSX
14.1146,2013,SGP,MLE
8.98,2017,SGP,BTSX
5.68,2014,SGP,FMLE
12.1704,2011,SGP,MLE
9.55,2011,SGP,BTSX
9.09,2016,SGP,BTSX
6.74,2010,SGP,FMLE
27.7813,2016,SLB,MLE
2.0,2012,SLB,FMLE
15.7066,2010,SLB,BTSX
27.6841,2018,SLB,MLE
1.86,2019,SLB,FMLE
15.0591,2016,SLB,BTSX
15.1616,2015,SLB,BTSX
27.7975,2017,SLB,MLE
28.9611,2010,SLB,MLE
1.97,2013,SLB,FMLE
2.02,2010,SLB,FMLE
28.7175,2012,SLB,MLE
27.9549,2015,SLB,MLE
1.9,2016,SLB,FMLE
15.2898,2014,SLB,BTSX
28.3648,2013,SLB,MLE
1.95,2014,SLB,FMLE
1.94,2015,SLB,FMLE
28.9381,2011,SLB,MLE
1.88,2018,SLB,FMLE
28.2011,2014,SLB,MLE
15.0583,2017,SLB,BTSX
14.6676,2019,SLB,BTSX
1.88,2017,SLB,FMLE
15.6901,2011,SLB,BTSX
15.0013,2018,SLB,BTSX
15.5704,2012,SLB,BTSX
2.02,2011,SLB,FMLE
27.0494,2019,SLB,MLE
15.3801,2013,SLB,BTSX
6.28,2017,SLE,BTSX
4.67,2017,SLE,FMLE
4.54,2016,SLE,FMLE
8.3,2019,SLE,MLE
7.55,2015,SLE,MLE
7.77,2016,SLE,MLE
4.22,2015,SLE,FMLE
4.69,2011,SLE,FMLE
4.75,2012,SLE,FMLE
6.34,2013,SLE,BTSX
8.26,2011,SLE,MLE
4.41,2014,SLE,FMLE
8.49,2012,SLE,MLE
5.05,2019,SLE,FMLE
7.89,2017,SLE,MLE
6.76,2010,SLE,BTSX
6.61,2012,SLE,BTSX
4.56,2013,SLE,FMLE
6.47,2011,SLE,BTSX
6.56,2018,SLE,BTSX
8.74,2010,SLE,MLE
5.88,2015,SLE,BTSX
8.2,2018,SLE,MLE
4.92,2018,SLE,FMLE
6.15,2016,SLE,BTSX
8.13,2013,SLE,MLE
6.67,2019,SLE,BTSX
6.21,2014,SLE,BTSX
4.8,2010,SLE,FMLE
