SEX,COUNTRY,YEAR,rate
BTSX,GAB,2016,9.2
MLE,GAB,2019,14.194
BTSX,GAB,2012,8.93
BTSX,GAB,2017,8.79
FMLE,GAB,2011,3.4
FMLE,GAB,2010,3.63
BTSX,GAB,2010,10.0992
MLE,GAB,2013,14.5875
BTSX,GAB,2018,8.64
MLE,GAB,2016,15.4709
BTSX,GAB,2014,9.78
BTSX,GAB,2015,9.64
MLE,GAB,2011,16.5168
MLE,GAB,2010,16.4173
BTSX,GAB,2011,10.0487
FMLE,GAB,2014,3.07
MLE,GAB,2017,14.8011
FMLE,GAB,2018,2.46
MLE,GAB,2018,14.5925
FMLE,GAB,2012,2.65
BTSX,GBR,2013,8.79
FMLE,GBR,2010,3.74
FMLE,GBR,2011,3.9
BTSX,GBR,2018,8.07
BTSX,GBR,2015,8.82
FMLE,GBR,2013,3.78
FMLE,GBR,2012,3.66
MLE,GBR,2019,11.8405
MLE,GBR,2014,13.351
MLE,GBR,2010,12.0648
FMLE,GBR,2016,4.08
BTSX,GBR,2010,7.83
BTSX,GBR,2017,8.22
MLE,GBR,2012,12.9749
BTSX,GBR,2016,8.48
MLE,GBR,2016,13.0079
BTSX,GBR,2019,7.89
FMLE,GBR,2019,4.03
MLE,GBR,2013,13.9541
MLE,GBR,2018,12.1939
FMLE,GBR,2017,4.06
FMLE,GBR,2015,4.35
MLE,GBR,2017,12.4938
BTSX,GBR,2014,8.62
MLE,GBR,2011,12.8067
BTSX,GBR,2012,8.24
BTSX,GBR,2011,8.28
MLE,GBR,2015,13.4155
FMLE,GBR,2014,4.04
FMLE,GBR,2018,4.05
BTSX,GEO,2010,8.28
MLE,GEO,2018,16.271
FMLE,GEO,2018,3.05
FMLE,GEO,2016,3.5
FMLE,GEO,2015,3.59
FMLE,GEO,2013,3.12
BTSX,GEO,2017,9.63
MLE,GEO,2012,15.9768
MLE,GEO,2015,18.1197
MLE,GEO,2014,17.7027
BTSX,GEO,2014,10.2871
MLE,GEO,2016,18.5766
MLE,GEO,2013,17.0265
BTSX,GEO,2012,9.15
BTSX,GEO,2011,8.65
BTSX,GEO,2016,10.6969
MLE,GEO,2011,14.8299
MLE,GEO,2017,16.748
FMLE,GEO,2011,3.03
FMLE,GEO,2010,2.87
FMLE,GEO,2017,3.14
FMLE,GEO,2019,2.97
FMLE,GEO,2014,3.51
BTSX,GEO,2015,10.5303
MLE,GEO,2019,15.9887
BTSX,GEO,2018,9.36
MLE,GEO,2010,14.2368
BTSX,GEO,2013,9.76
BTSX,GEO,2019,9.18
FMLE,GEO,2012,2.93
MLE,GHA,2011,13.637
BTSX,GHA,2011,7.8
MLE,GHA,2010,13.5606
MLE,GHA,2017,12.4637
MLE,GHA,2018,11.9277
FMLE,GHA,2010,1.96
BTSX,GHA,2017,6.96
FMLE,GHA,2016,1.38
MLE,GHA,2014,13.3228
FMLE,GHA,2019,1.18
MLE,GHA,2019,11.7785
FMLE,GHA,2014,1.58
FMLE,GHA,2012,1.77
BTSX,GHA,2012,7.79
BTSX,GHA,2019,6.55
FMLE,GHA,2013,1.7
BTSX,GHA,2016,7.2
BTSX,GHA,2014,7.53
BTSX,GHA,2018,6.64
FMLE,GHA,2017,1.3
FMLE,GHA,2015,1.45
MLE,GHA,2015,13.0205
FMLE,GHA,2011,1.83
FMLE,GHA,2018,1.21
BTSX,GHA,2015,7.31
MLE,GHA,2016,12.8605
BTSX,GHA,2010,7.83
BTSX,GHA,2013,7.73
MLE,GHA,2013,13.6125
MLE,GHA,2012,13.6676
MLE,GIN,2010,8.89
BTSX,GIN,2018,6.86
BTSX,GIN,2013,7.28
MLE,GIN,2015,9.47
MLE,GIN,2011,9.21
BTSX,GIN,2019,6.98
MLE,GIN,2017,9.04
FMLE,GIN,2016,5.07
BTSX,GIN,2010,6.77
FMLE,GIN,2017,5.03
FMLE,GIN,2019,4.91
FMLE,GIN,2018,4.84
BTSX,GIN,2011,7.0
MLE,GIN,2019,9.2
FMLE,GIN,2014,4.93
BTSX,GIN,2014,7.13
MLE,GIN,2013,9.65
MLE,GIN,2016,9.29
FMLE,GIN,2015,5.05
MLE,GIN,2018,9.03
FMLE,GIN,2011,4.98
FMLE,GIN,2012,4.96
BTSX,GIN,2017,6.96
MLE,GIN,2012,9.37
BTSX,GIN,2012,7.07
BTSX,GIN,2016,7.09
BTSX,GIN,2015,7.17
MLE,GIN,2014,9.54
FMLE,GIN,2013,5.1
FMLE,GIN,2010,4.84
MLE,GMB,2010,7.23
BTSX,GMB,2018,4.78
FMLE,GMB,2016,3.13
MLE,GMB,2013,7.06
MLE,GMB,2016,6.7
MLE,GMB,2014,7.12
FMLE,GMB,2011,3.47
MLE,GMB,2017,6.82
FMLE,GMB,2017,3.04
FMLE,GMB,2015,3.28
FMLE,GMB,2010,3.39
BTSX,GMB,2016,4.9
FMLE,GMB,2018,3.01
BTSX,GMB,2019,4.8
BTSX,GMB,2011,5.41
BTSX,GMB,2017,4.91
FMLE,GMB,2013,3.5
BTSX,GMB,2012,5.3
MLE,GMB,2018,6.57
MLE,GNB,2012,11.869
FMLE,GNB,2014,4.28
MLE,GNB,2011,12.0785
FMLE,GNB,2013,4.38
BTSX,GNB,2013,8.06
BTSX,GNB,2015,7.25
MLE,GNB,2014,11.4161
FMLE,GNB,2018,3.94
BTSX,GNB,2011,8.17
BTSX,GNB,2012,7.98
BTSX,GNB,2019,6.97
MLE,GNB,2016,10.6714
MLE,GNB,2019,10.2143
BTSX,GNB,2014,7.75
BTSX,GNB,2017,7.3
MLE,GMB,2015,6.88
BTSX,GMB,2014,5.25
BTSX,GMB,2015,5.07
BTSX,GMB,2010,5.3
BTSX,GMB,2013,5.27
MLE,GMB,2011,7.37
FMLE,GMB,2014,3.41
MLE,GMB,2019,6.62
FMLE,GMB,2012,3.48
FMLE,GMB,2019,3.01
MLE,GMB,2012,7.15
FMLE,GNB,2011,4.49
MLE,GNB,2010,12.4087
FMLE,GNB,2019,3.88
FMLE,GNQ,2019,5.97
FMLE,GNQ,2013,5.71
BTSX,GNB,2010,8.36
MLE,GNB,2015,10.5438
FMLE,GNB,2015,4.12
MLE,GNB,2017,10.6958
MLE,GNB,2013,11.9394
FMLE,GNB,2016,4.11
FMLE,GNB,2017,4.06
MLE,GNB,2018,10.661
BTSX,GNB,2016,7.31
FMLE,GNB,2010,4.55
FMLE,GNB,2012,4.31
BTSX,GNB,2018,7.22
BTSX,GNQ,2018,8.29
BTSX,GNQ,2017,7.79
MLE,GNQ,2010,12.6547
MLE,GNQ,2016,11.3612
FMLE,GNQ,2015,7.14
FMLE,GNQ,2018,5.69
MLE,GNQ,2013,10.6695
BTSX,GNQ,2012,10.0496
MLE,GNQ,2017,9.35
MLE,GNQ,2011,15.0187
FMLE,GNQ,2012,6.13
FMLE,GRC,2018,1.9
BTSX,GRC,2018,5.06
FMLE,GRC,2016,1.58
BTSX,GRC,2011,4.37
MLE,GRC,2012,7.98
FMLE,GRC,2011,1.52
MLE,GRC,2010,6.33
BTSX,GNQ,2015,9.78
MLE,GNQ,2014,10.9633
BTSX,GNQ,2014,8.83
BTSX,GNQ,2016,9.29
FMLE,GNQ,2010,6.91
MLE,GNQ,2019,9.44
FMLE,GNQ,2017,5.85
FMLE,GNQ,2016,6.71
BTSX,GNQ,2010,10.0338
MLE,GNQ,2018,10.3687
MLE,GNQ,2015,11.9176
FMLE,GNQ,2011,6.5
MLE,GNQ,2012,13.2758
FMLE,GNQ,2014,6.21
BTSX,GNQ,2019,7.9
BTSX,GNQ,2011,11.1533
BTSX,GNQ,2013,8.44
FMLE,GRC,2019,1.91
FMLE,GRC,2012,1.67
FMLE,GRC,2017,2.03
BTSX,GRC,2012,4.77
MLE,GRC,2011,7.32
BTSX,GRC,2017,5.11
FMLE,GRC,2014,2.17
FMLE,GRC,2010,0.737
BTSX,GRC,2013,5.01
BTSX,GRC,2019,5.09
BTSX,GRC,2014,5.33
MLE,GRD,2016,0.907
FMLE,GRD,2012,0.584
MLE,GRD,2015,0.894
FMLE,GRD,2015,0.508
MLE,GRD,2013,1.8
BTSX,GRC,2010,3.48
FMLE,GRC,2013,2.01
FMLE,GRC,2015,1.98
MLE,GRC,2016,7.89
BTSX,GRC,2016,4.67
MLE,GRC,2018,8.33
MLE,GRC,2017,8.3
MLE,GRC,2013,8.13
MLE,GRC,2014,8.61
MLE,GRC,2015,8.2
BTSX,GRC,2015,5.04
MLE,GRC,2019,8.38
MLE,GRD,2014,0.0
FMLE,GRD,2014,1.14
BTSX,GRD,2017,0.636
FMLE,GRD,2010,0.0
MLE,GRD,2017,0.818
BTSX,GRD,2016,0.973
BTSX,GRD,2010,0.937
BTSX,GRD,2015,0.703
FMLE,GRD,2011,0.0
BTSX,GRD,2018,0.292
FMLE,GRD,2017,0.451
MLE,GRD,2019,0.585
BTSX,GRD,2011,1.7
BTSX,GRD,2014,0.565
MLE,GTM,2018,9.38
MLE,GTM,2013,8.98
BTSX,GTM,2012,6.09
MLE,GTM,2012,9.38
BTSX,GTM,2016,5.71
BTSX,GTM,2013,5.89
FMLE,GTM,2017,2.69
FMLE,GTM,2016,2.83
FMLE,GTM,2011,2.98
FMLE,GTM,2010,3.2
MLE,GTM,2015,8.87
BTSX,GTM,2010,7.29
MLE,GTM,2011,10.2932
BTSX,GTM,2017,5.62
BTSX,GRD,2019,0.655
BTSX,GRD,2012,1.71
FMLE,GRD,2018,0.589
MLE,GRD,2018,0.0
MLE,GRD,2012,2.82
MLE,GRD,2011,3.36
MLE,GRD,2010,1.85
BTSX,GRD,2013,1.19
FMLE,GRD,2013,0.564
FMLE,GRD,2019,0.726
FMLE,GRD,2016,1.04
FMLE,GTM,2013,2.9
FMLE,GTM,2014,2.86
MLE,GTM,2010,11.5297
MLE,GTM,2019,9.35
FMLE,GTM,2018,2.63
MLE,GTM,2014,8.75
MLE,GUY,2019,62.9942
BTSX,GUY,2017,38.4608
BTSX,GTM,2015,5.83
BTSX,GTM,2019,5.91
FMLE,GTM,2012,2.91
MLE,GTM,2016,8.68
BTSX,GTM,2011,6.57
MLE,GTM,2017,8.63
FMLE,GTM,2015,2.88
FMLE,GTM,2019,2.58
BTSX,GTM,2018,5.95
BTSX,GTM,2014,5.76
BTSX,GUY,2018,39.46
MLE,GUY,2013,59.2883
FMLE,GUY,2013,17.3532
BTSX,GUY,2011,32.5884
FMLE,GUY,2011,14.455
FMLE,GUY,2017,16.6804
MLE,GUY,2014,60.5898
FMLE,GUY,2010,15.2285
FMLE,GUY,2014,13.9213
FMLE,GUY,2012,15.7378
MLE,GUY,2016,59.3184
MLE,GUY,2010,51.6692
FMLE,GUY,2015,16.1886
BTSX,GUY,2019,40.2849
BTSX,GUY,2016,37.8992
BTSX,GUY,2012,35.0422
MLE,GUY,2015,58.4662
BTSX,HND,2018,2.04
MLE,HND,2010,3.15
MLE,HND,2012,5.77
BTSX,HND,2014,3.44
FMLE,HND,2010,0.792
FMLE,HND,2013,0.771
MLE,HND,2014,6.09
BTSX,GUY,2010,33.3145
BTSX,GUY,2013,38.2377
FMLE,GUY,2018,17.1238
BTSX,GUY,2015,37.3274
MLE,GUY,2012,54.5765
BTSX,GUY,2014,37.2122
FMLE,GUY,2019,17.3559
FMLE,GUY,2016,16.4154
MLE,GUY,2018,61.6254
MLE,GUY,2011,50.9843
MLE,GUY,2017,60.1215
BTSX,HND,2016,2.0
BTSX,HND,2019,2.06
FMLE,HND,2019,0.823
MLE,HND,2016,3.2
BTSX,HND,2012,3.25
MLE,HND,2011,3.06
FMLE,HND,2011,0.765
MLE,HND,2017,3.32
FMLE,HND,2014,0.797
FMLE,HRV,2017,7.61
BTSX,HRV,2016,16.4292
FMLE,HRV,2016,7.82
MLE,HRV,2018,25.2714
BTSX,HRV,2015,17.6053
FMLE,HRV,2018,8.14
FMLE,HRV,2014,8.72
MLE,HRV,2019,25.2501
MLE,HRV,2017,24.3838
FMLE,HRV,2013,6.96
BTSX,HRV,2017,15.6835
FMLE,HRV,2019,8.11
BTSX,HRV,2012,18.3914
MLE,HRV,2013,26.7707
BTSX,HND,2011,1.91
MLE,HND,2013,5.7
BTSX,HND,2010,1.97
BTSX,HND,2013,3.23
MLE,HND,2015,7.22
BTSX,HND,2017,2.07
FMLE,HND,2012,0.75
BTSX,HND,2015,4.02
MLE,HND,2018,3.27
FMLE,HND,2016,0.807
FMLE,HND,2015,0.821
FMLE,HND,2018,0.821
MLE,HND,2019,3.3
FMLE,HND,2017,0.828
BTSX,HRV,2018,16.3861
FMLE,HRV,2015,9.17
BTSX,HRV,2011,16.4482
BTSX,HRV,2013,16.489
BTSX,HRV,2010,18.3446
MLE,HRV,2012,28.9978
FMLE,HTI,2016,8.15
BTSX,HTI,2012,9.97
BTSX,HTI,2011,10.1292
MLE,HTI,2013,11.2177
MLE,HTI,2016,11.5333
MLE,HTI,2011,11.0475
MLE,HTI,2019,11.7827
BTSX,HTI,2014,9.98
MLE,HTI,2014,11.3778
BTSX,HTI,2017,9.72
BTSX,HTI,2016,9.82
MLE,HRV,2015,26.7157
BTSX,HRV,2014,17.2718
MLE,HRV,2016,25.7164
FMLE,HRV,2011,8.4
MLE,HRV,2010,28.3718
FMLE,HRV,2010,9.03
MLE,HRV,2014,26.5018
MLE,HRV,2011,25.1126
BTSX,HRV,2019,16.3697
FMLE,HRV,2012,8.55
FMLE,HTI,2017,7.83
FMLE,HTI,2011,9.23
FMLE,HTI,2013,8.67
FMLE,HTI,2018,7.71
BTSX,HTI,2018,9.73
MLE,HTI,2012,11.1201
MLE,HTI,2018,11.8121
FMLE,HTI,2012,8.84
MLE,HTI,2010,11.8239
FMLE,HTI,2010,10.0736
BTSX,HTI,2013,9.93
FMLE,HTI,2015,8.52
FMLE,HTI,2019,7.55
BTSX,HTI,2015,10.0373
MLE,HTI,2015,11.5983
BTSX,HTI,2019,9.64
BTSX,HTI,2010,10.9369
MLE,HTI,2017,11.6616
FMLE,HTI,2014,8.61
FMLE,HUN,2012,11.3751
BTSX,HUN,2014,20.4447
FMLE,HUN,2017,8.17
BTSX,HUN,2019,16.6483
FMLE,HUN,2016,9.29
MLE,HUN,2012,39.6539
FMLE,HUN,2015,9.9
BTSX,HUN,2017,17.458
BTSX,HUN,2012,24.8001
FMLE,HUN,2018,8.07
MLE,HUN,2018,28.3788
MLE,HUN,2014,32.715
BTSX,HUN,2010,25.5199
BTSX,HUN,2013,22.0971
MLE,HUN,2010,41.5829
MLE,HUN,2017,27.7052
BTSX,HUN,2015,19.9425
MLE,HUN,2019,25.8873
FMLE,HUN,2019,8.26
FMLE,HUN,2014,9.34
BTSX,HUN,2018,17.7308
MLE,HUN,2013,35.0247
MLE,HUN,2015,31.0349
MLE,HUN,2011,40.2937
BTSX,HUN,2016,18.716
FMLE,HUN,2010,11.0161
BTSX,HUN,2011,25.1392
MLE,HUN,2016,29.1161
FMLE,HUN,2011,11.45
FMLE,HUN,2013,10.4055
MLE,IDN,2012,3.78
BTSX,IDN,2016,2.39
MLE,IDN,2014,3.64
FMLE,IDN,2019,1.08
MLE,IDN,2018,3.71
MLE,IDN,2013,3.7
FMLE,IDN,2016,1.11
FMLE,IDN,2015,1.12
MLE,IDN,2019,3.74
FMLE,IDN,2012,1.24
MLE,IDN,2011,3.86
FMLE,IDN,2010,1.32
MLE,IDN,2016,3.66
BTSX,IDN,2012,2.52
MLE,IDN,2010,3.93
BTSX,IDN,2015,2.36
BTSX,IDN,2014,2.4
BTSX,IDN,2013,2.46
FMLE,IDN,2017,1.1
MLE,IDN,2017,3.7
FMLE,IDN,2018,1.08
FMLE,IDN,2013,1.19
BTSX,IDN,2010,2.64
BTSX,IDN,2017,2.41
BTSX,IDN,2019,2.42
FMLE,IDN,2011,1.29
FMLE,IDN,2014,1.15
BTSX,IDN,2018,2.41
BTSX,IDN,2011,2.59
MLE,IDN,2015,3.58
MLE,IND,2018,14.0048
BTSX,IND,2011,14.6593
MLE,IND,2013,15.463
FMLE,IND,2018,10.9781
BTSX,IND,2016,12.0517
BTSX,IND,2013,13.6952
MLE,IND,2010,16.2777
FMLE,IND,2015,10.7582
MLE,IND,2016,13.4284
FMLE,IND,2013,11.7793
FMLE,IND,2016,10.5608
MLE,IND,2011,16.3483
BTSX,IND,2012,14.2771
BTSX,IND,2010,14.6421
BTSX,IND,2014,12.7865
FMLE,IND,2017,10.5308
FMLE,IND,2019,11.1132
FMLE,IND,2012,12.2317
BTSX,IRL,2016,10.0167
MLE,IRL,2019,15.4444
MLE,IRL,2011,20.5655
MLE,IRL,2016,16.1286
BTSX,IRL,2014,10.9768
MLE,IRL,2010,18.5265
MLE,IRL,2018,15.8275
FMLE,IRL,2018,3.99
FMLE,IRL,2014,4.04
BTSX,IRL,2013,11.3681
BTSX,IRL,2011,12.5034
BTSX,IRL,2010,11.9327
MLE,IRL,2014,18.0536
MLE,IRL,2013,18.2003
MLE,IND,2019,14.14
BTSX,IND,2018,12.5513
MLE,IND,2015,13.6686
BTSX,IND,2019,12.6863
BTSX,IND,2017,12.0383
FMLE,IND,2014,11.0016
MLE,IND,2014,14.4339
FMLE,IND,2010,12.8682
MLE,IND,2017,13.4309
FMLE,IND,2011,12.8279
MLE,IND,2012,16.1639
MLE,IRL,2012,20.3419
FMLE,IRL,2019,3.89
FMLE,IRL,2016,4.03
BTSX,IRL,2017,10.0021
MLE,IRN,2016,9.2
MLE,IRN,2019,7.65
FMLE,IRN,2012,4.06
FMLE,IRN,2010,4.32
BTSX,IRN,2015,6.32
BTSX,IRN,2016,6.22
MLE,IRN,2017,8.95
BTSX,IRN,2014,6.48
FMLE,IRN,2016,3.15
FMLE,IRN,2017,3.04
BTSX,IRN,2013,6.61
MLE,IRN,2014,9.34
BTSX,IND,2015,12.2715
BTSX,IRL,2019,9.62
BTSX,IRL,2018,9.86
FMLE,IRL,2012,4.54
FMLE,IRL,2010,5.42
FMLE,IRL,2011,4.56
MLE,IRL,2017,16.0543
FMLE,IRL,2017,4.06
BTSX,IRL,2015,9.31
MLE,IRL,2015,14.6908
BTSX,IRL,2012,12.3721
FMLE,IRL,2015,4.03
FMLE,IRL,2013,4.66
MLE,IRN,2012,9.36
MLE,IRN,2013,9.36
MLE,IRN,2015,9.28
FMLE,IRN,2018,2.91
FMLE,IRN,2013,3.8
MLE,IRN,2011,9.16
MLE,IRN,2018,8.36
FMLE,IRN,2015,3.27
BTSX,IRN,2011,6.75
BTSX,IRN,2017,6.03
FMLE,IRN,2019,2.75
FMLE,IRN,2014,3.56
MLE,IRN,2010,8.28
BTSX,IRN,2010,6.31
BTSX,IRN,2018,5.67
BTSX,IRN,2019,5.23
BTSX,IRN,2012,6.74
FMLE,IRN,2011,4.3
MLE,IRQ,2019,5.23
MLE,IRQ,2017,5.6
FMLE,IRQ,2019,1.95
BTSX,IRQ,2016,4.04
MLE,IRQ,2014,5.77
MLE,IRQ,2012,5.64
FMLE,IRQ,2011,2.57
FMLE,IRQ,2016,2.33
FMLE,IRQ,2010,2.5
FMLE,IRQ,2018,2.06
BTSX,IRQ,2015,4.07
MLE,IRQ,2015,5.75
FMLE,IRQ,2015,2.36
BTSX,IRQ,2017,3.94
BTSX,IRQ,2012,4.12
BTSX,IRQ,2011,4.05
BTSX,IRQ,2019,3.61
MLE,IRQ,2010,5.24
FMLE,IRQ,2017,2.24
MLE,IRQ,2016,5.72
BTSX,IRQ,2014,4.1
FMLE,IRQ,2013,2.53
FMLE,IRQ,2014,2.38
MLE,IRQ,2011,5.51
MLE,IRQ,2013,5.89
MLE,IRQ,2018,5.35
BTSX,IRQ,2018,3.73
BTSX,IRQ,2010,3.89
BTSX,IRQ,2013,4.23
FMLE,IRQ,2012,2.56
BTSX,ISL,2018,10.8088
MLE,ISL,2016,21.2486
BTSX,ISL,2013,13.8579
BTSX,ISL,2011,11.5929
BTSX,ISL,2016,12.9736
BTSX,ISL,2012,13.4962
BTSX,ISL,2010,12.7549
FMLE,ISL,2011,5.39
MLE,ISL,2012,18.3321
FMLE,ISL,2013,7.34
MLE,ISL,2019,19.7729
FMLE,ISL,2017,2.65
MLE,ISL,2014,22.0182
BTSX,ISL,2017,12.1932
FMLE,ISL,2016,4.64
MLE,ISL,2018,17.7877
FMLE,ISL,2015,5.94
FMLE,ISL,2018,3.78
BTSX,ISL,2014,15.7359
FMLE,ISL,2010,5.75
MLE,ISL,2015,22.5124
FMLE,ISL,2014,9.4
FMLE,ISL,2019,3.9
FMLE,ISL,2012,8.6
MLE,ISL,2017,21.6695
BTSX,ISL,2019,11.8688
MLE,ISL,2013,20.3125
MLE,ISL,2011,17.7105
BTSX,ISL,2015,14.2571
MLE,ISL,2010,19.6592
FMLE,ISR,2010,2.46
BTSX,ISR,2015,4.54
FMLE,ISR,2015,2.07
FMLE,ISR,2018,2.35
MLE,ISR,2010,10.9756
MLE,ISR,2016,8.38
FMLE,ISR,2011,2.43
MLE,ISR,2014,7.78
FMLE,ISR,2016,2.06
FMLE,ISR,2014,2.52
BTSX,ISR,2011,5.65
BTSX,ISR,2012,6.07
MLE,ISR,2015,7.06
BTSX,ISR,2016,5.2
FMLE,ISR,2012,2.27
MLE,ISR,2019,8.35
BTSX,ISR,2019,5.32
MLE,ISR,2018,8.48
FMLE,ISR,2017,2.51
BTSX,ISR,2010,6.66
MLE,ISR,2012,9.96
FMLE,ISR,2013,2.59
MLE,ISR,2011,8.95
BTSX,ISR,2013,5.2
BTSX,ISR,2018,5.4
BTSX,ISR,2017,5.14
FMLE,ISR,2019,2.33
MLE,ISR,2013,7.86
MLE,ISR,2017,7.8
BTSX,ISR,2014,5.13
BTSX,ITA,2014,7.24
FMLE,ITA,2012,3.59
FMLE,ITA,2011,3.33
MLE,ITA,2019,10.0646
BTSX,ITA,2019,6.68
FMLE,ITA,2013,3.7
MLE,ITA,2015,10.8772
MLE,ITA,2016,10.1297
MLE,ITA,2010,10.7729
MLE,ITA,2011,11.6321
BTSX,ITA,2017,7.05
BTSX,ITA,2011,7.35
FMLE,ITA,2017,3.47
FMLE,ITA,2016,3.2
BTSX,ITA,2010,6.88
BTSX,ITA,2012,7.58
BTSX,ITA,2018,6.74
FMLE,ITA,2019,3.46
MLE,ITA,2012,11.8268
FMLE,ITA,2018,3.45
BTSX,ITA,2016,6.57
MLE,ITA,2017,10.8361
FMLE,ITA,2010,3.24
FMLE,ITA,2014,3.5
MLE,ITA,2018,10.2198
BTSX,ITA,2015,7.13
MLE,ITA,2013,11.6164
MLE,ITA,2014,11.2051
BTSX,ITA,2013,7.53
FMLE,ITA,2015,3.59
MLE,JAM,2015,3.37
FMLE,JAM,2017,1.03
FMLE,JAM,2010,0.878
FMLE,JAM,2018,1.04
BTSX,JAM,2011,2.24
MLE,JAM,2011,3.57
MLE,JAM,2014,3.4
MLE,JAM,2016,3.43
FMLE,JAM,2019,1.05
BTSX,JAM,2019,2.38
BTSX,JAM,2018,2.29
FMLE,JAM,2014,1.0
FMLE,JAM,2011,0.929
BTSX,JAM,2013,2.01
MLE,JAM,2019,3.72
MLE,JAM,2010,2.99
MLE,JAM,2017,3.48
MLE,JAM,2018,3.56
BTSX,JAM,2017,2.25
BTSX,JAM,2012,2.08
FMLE,JAM,2016,1.04
FMLE,JAM,2015,1.05
BTSX,JAM,2014,2.2
BTSX,JAM,2015,2.2
FMLE,JAM,2013,0.937
MLE,JAM,2013,3.1
MLE,JAM,2012,3.22
BTSX,JAM,2010,1.93
FMLE,JAM,2012,0.941
BTSX,JAM,2016,2.23
MLE,JOR,2017,2.3
BTSX,JOR,2019,1.64
MLE,JOR,2016,2.25
FMLE,JOR,2010,0.755
BTSX,JOR,2013,1.46
BTSX,JOR,2011,1.51
BTSX,JOR,2010,1.52
FMLE,JOR,2013,0.699
MLE,JOR,2018,2.41
MLE,JOR,2015,2.22
FMLE,JOR,2016,0.692
FMLE,JOR,2019,0.742
BTSX,JOR,2016,1.48
MLE,JOR,2013,2.2
BTSX,JOR,2012,1.5
MLE,JOR,2011,2.25
BTSX,JOR,2018,1.58
MLE,JOR,2012,2.26
FMLE,JOR,2011,0.737
MLE,JOR,2019,2.51
FMLE,JOR,2012,0.713
FMLE,JOR,2017,0.692
BTSX,JOR,2017,1.5
FMLE,JOR,2014,0.698
MLE,JOR,2010,2.26
MLE,JOR,2014,2.18
BTSX,JOR,2015,1.46
BTSX,JOR,2014,1.45
FMLE,JOR,2015,0.679
FMLE,JOR,2018,0.729
MLE,JPN,2012,30.7384
BTSX,JPN,2017,17.0125
FMLE,JPN,2014,12.3015
BTSX,JPN,2016,17.4869
MLE,JPN,2015,27.2009
MLE,JPN,2016,24.7625
BTSX,JPN,2010,24.1122
MLE,JPN,2019,21.8073
BTSX,JPN,2019,15.3445
BTSX,JPN,2014,20.0735
FMLE,JPN,2010,13.8115
BTSX,JPN,2012,21.632
FMLE,JPN,2017,10.115
BTSX,JPN,2015,19.1336
BTSX,JPN,2011,23.3558
FMLE,JPN,2018,10.2127
BTSX,KAZ,2015,23.2447
MLE,KAZ,2014,40.9208
MLE,KAZ,2015,39.3171
MLE,KAZ,2018,31.5479
FMLE,KAZ,2010,10.4983
FMLE,KAZ,2011,10.0279
FMLE,JPN,2012,12.9215
FMLE,JPN,2013,12.8996
MLE,JPN,2014,28.2047
MLE,JPN,2018,23.5262
BTSX,JPN,2013,21.3729
MLE,JPN,2013,30.2347
BTSX,JPN,2018,16.7151
FMLE,JPN,2016,10.5371
MLE,JPN,2010,34.8705
MLE,JPN,2017,24.2355
MLE,JPN,2011,32.8119
FMLE,JPN,2019,9.18
FMLE,JPN,2015,11.4252
FMLE,JPN,2011,14.3066
FMLE,KAZ,2016,7.8
BTSX,KAZ,2010,29.9393
MLE,KAZ,2010,50.7197
BTSX,KAZ,2017,20.8072
FMLE,KAZ,2012,9.6
MLE,KAZ,2011,48.6955
MLE,KAZ,2012,46.841
BTSX,KAZ,2012,27.6139
BTSX,KAZ,2014,24.1867
BTSX,KAZ,2018,18.96
MLE,KAZ,2017,34.8535
FMLE,KAZ,2018,7.11
FMLE,KEN,2010,3.39
MLE,KEN,2018,8.98
MLE,KEN,2017,8.41
MLE,KEN,2010,8.55
FMLE,KEN,2017,2.83
BTSX,KEN,2017,5.6
FMLE,KAZ,2013,9.19
BTSX,KAZ,2016,21.7351
FMLE,KAZ,2015,8.16
FMLE,KAZ,2019,6.77
MLE,KAZ,2013,44.616
BTSX,KAZ,2013,26.3301
FMLE,KAZ,2017,7.6
MLE,KAZ,2019,29.0263
MLE,KAZ,2016,36.5677
FMLE,KAZ,2014,8.49
BTSX,KAZ,2011,28.7263
BTSX,KAZ,2019,17.5658
FMLE,KEN,2012,3.03
FMLE,KEN,2018,3.05
BTSX,KEN,2013,5.89
BTSX,KEN,2018,6.0
FMLE,KEN,2016,2.8
MLE,KEN,2019,9.08
FMLE,KEN,2011,3.07
FMLE,KEN,2013,3.16
FMLE,KEN,2015,2.94
BTSX,KEN,2015,5.46
BTSX,KEN,2016,5.43
MLE,KEN,2013,8.65
BTSX,KEN,2010,5.95
FMLE,KEN,2019,3.19
BTSX,KGZ,2012,10.9232
BTSX,KGZ,2011,11.2726
FMLE,KGZ,2017,3.46
FMLE,KGZ,2013,3.98
MLE,KGZ,2019,11.6797
MLE,KGZ,2018,12.7266
BTSX,KGZ,2016,8.62
FMLE,KGZ,2010,4.62
BTSX,KGZ,2013,10.4592
MLE,KGZ,2010,18.3022
FMLE,KEN,2014,3.1
MLE,KEN,2014,8.27
MLE,KEN,2015,8.01
BTSX,KEN,2011,5.88
BTSX,KEN,2014,5.67
MLE,KEN,2012,8.78
BTSX,KEN,2012,5.88
MLE,KEN,2011,8.74
BTSX,KEN,2019,6.11
MLE,KEN,2016,8.1
FMLE,KGZ,2014,4.12
FMLE,KGZ,2011,4.8
