SEX,COUNTRY,YEAR,rate
FMLE,MWI,2011,3.34
MLE,MWI,2013,10.5754
MLE,MWI,2010,12.4191
MLE,MWI,2017,9.84
BTSX,MWI,2014,6.28
MLE,MWI,2016,10.2094
BTSX,MWI,2018,5.59
BTSX,MWI,2010,8.15
BTSX,MWI,2011,7.26
FMLE,MWI,2013,2.39
BTSX,MWI,2017,5.85
BTSX,MWI,2019,5.41
FMLE,MWI,2014,2.23
MLE,MWI,2019,9.2
FMLE,MWI,2016,2.05
BTSX,MWI,2015,6.19
MLE,MWI,2011,11.3072
FMLE,MYS,2013,2.05
MLE,MYS,2013,6.56
BTSX,MYS,2013,4.37
BTSX,MYS,2016,5.06
BTSX,MYS,2017,5.35
FMLE,MYS,2018,2.25
MLE,MYS,2017,8.29
FMLE,MYS,2012,2.1
MLE,MYS,2014,7.01
BTSX,MYS,2015,4.83
MLE,MYS,2011,6.87
BTSX,MYS,2010,4.51
MLE,MYS,2019,8.92
FMLE,MYS,2019,2.3
MLE,MYS,2010,6.79
BTSX,MYS,2018,5.44
MLE,MYS,2018,8.46
FMLE,MYS,2015,2.17
FMLE,MYS,2017,2.24
FMLE,MYS,2016,2.21
MLE,MYS,2015,7.34
BTSX,MYS,2012,4.56
BTSX,MYS,2019,5.71
FMLE,MYS,2014,2.13
MLE,MYS,2012,6.88
BTSX,MYS,2011,4.55
MLE,MYS,2016,7.75
FMLE,MYS,2010,2.08
FMLE,MYS,2011,2.08
BTSX,MYS,2014,4.64
BTSX,NAM,2014,10.9197
BTSX,NAM,2015,11.6421
FMLE,NAM,2016,4.55
BTSX,NAM,2013,10.167
BTSX,NAM,2018,9.87
BTSX,NAM,2016,10.6843
MLE,NAM,2013,17.264
FMLE,NAM,2012,3.27
FMLE,NAM,2010,4.96
MLE,NAM,2016,17.222
MLE,NAM,2017,18.3656
BTSX,NAM,2019,9.73
MLE,NAM,2014,17.6734
FMLE,NAM,2014,4.59
MLE,NAM,2019,16.7256
FMLE,NAM,2015,5.29
FMLE,NAM,2013,3.52
BTSX,NAM,2010,12.8811
BTSX,NAM,2011,11.3992
FMLE,NAM,2011,3.84
BTSX,NAM,2012,10.2058
MLE,NAM,2018,17.0426
MLE,NAM,2015,18.4153
FMLE,NAM,2017,3.91
MLE,NAM,2011,19.4752
FMLE,NAM,2018,3.12
FMLE,NAM,2019,3.15
BTSX,NAM,2017,10.9087
MLE,NAM,2012,17.6104
MLE,NAM,2010,21.3472
MLE,NER,2012,7.53
FMLE,NER,2012,3.39
BTSX,NER,2013,5.52
FMLE,NER,2017,3.29
MLE,NER,2016,7.25
MLE,NER,2018,7.19
FMLE,NER,2010,3.36
MLE,NER,2014,7.62
MLE,NER,2010,7.33
FMLE,NER,2016,3.31
MLE,NER,2013,7.62
MLE,NER,2019,7.21
MLE,NER,2015,7.38
MLE,NGA,2010,6.36
BTSX,NGA,2010,4.4
MLE,NGA,2012,6.11
MLE,NGA,2013,5.88
FMLE,NGA,2010,2.4
FMLE,NGA,2019,1.93
BTSX,NGA,2012,4.2
BTSX,NGA,2014,3.85
FMLE,NGA,2016,1.99
FMLE,NGA,2017,1.97
MLE,NGA,2016,5.28
BTSX,NGA,2013,4.05
MLE,NGA,2015,5.33
MLE,NGA,2019,5.02
BTSX,NER,2010,5.34
BTSX,NER,2012,5.46
FMLE,NER,2018,3.29
FMLE,NER,2014,3.41
BTSX,NER,2011,5.37
MLE,NER,2011,7.38
MLE,NER,2017,7.2
BTSX,NER,2014,5.52
FMLE,NER,2013,3.41
BTSX,NER,2015,5.37
BTSX,NER,2019,5.26
FMLE,NER,2015,3.35
BTSX,NER,2018,5.25
FMLE,NER,2019,3.3
FMLE,NER,2011,3.36
BTSX,NER,2016,5.29
BTSX,NER,2017,5.25
FMLE,NGA,2018,1.95
MLE,NGA,2011,6.34
MLE,NGA,2014,5.55
BTSX,NGA,2019,3.49
FMLE,NGA,2012,2.24
FMLE,NGA,2014,2.09
BTSX,NGA,2016,3.66
BTSX,NGA,2011,4.35
MLE,NGA,2017,5.16
BTSX,NGA,2018,3.53
FMLE,NGA,2015,2.02
FMLE,NGA,2011,2.32
BTSX,NGA,2015,3.69
MLE,NGA,2018,5.07
BTSX,NGA,2017,3.58
FMLE,NGA,2013,2.18
MLE,NIC,2011,8.12
FMLE,NIC,2010,2.28
BTSX,NIC,2013,5.27
MLE,NIC,2010,7.34
MLE,NIC,2018,6.96
BTSX,NIC,2011,5.5
BTSX,NIC,2014,4.53
BTSX,NIC,2016,4.35
FMLE,NIC,2014,2.21
FMLE,NIC,2015,2.23
MLE,NIC,2017,6.83
FMLE,NIC,2011,2.94
FMLE,NIC,2019,1.91
FMLE,NIC,2016,1.81
MLE,NIC,2015,6.29
FMLE,NIC,2017,2.12
MLE,NIC,2012,6.39
FMLE,NIC,2012,2.48
BTSX,NIC,2015,4.23
BTSX,NIC,2010,4.77
MLE,NIC,2016,6.95
MLE,NIC,2013,8.13
MLE,NIC,2014,6.91
BTSX,NIC,2018,4.54
MLE,NIC,2019,6.86
FMLE,NIC,2018,2.19
BTSX,NIC,2019,4.35
BTSX,NIC,2012,4.41
BTSX,NIC,2017,4.44
FMLE,NIC,2013,2.49
BTSX,NLD,2016,11.9083
BTSX,NLD,2011,10.0601
MLE,NLD,2011,13.9616
FMLE,NLD,2012,7.01
FMLE,NLD,2017,8.12
FMLE,NLD,2010,5.81
BTSX,NLD,2010,9.81
FMLE,NLD,2014,7.72
MLE,NLD,2016,15.8282
BTSX,NLD,2012,10.7158
FMLE,NLD,2018,8.45
FMLE,NLD,2013,7.45
BTSX,NLD,2015,11.7818
FMLE,NLD,2011,6.21
BTSX,NLD,2014,11.5983
FMLE,NLD,2016,8.03
MLE,NLD,2019,15.4636
MLE,NLD,2012,14.4744
MLE,NLD,2017,16.0795
BTSX,NLD,2019,11.8436
MLE,NLD,2013,16.302
BTSX,NLD,2018,11.3667
MLE,NLD,2010,13.8606
BTSX,NLD,2017,12.0784
FMLE,NLD,2019,8.25
BTSX,NLD,2013,11.8491
FMLE,NLD,2015,7.92
MLE,NLD,2015,15.6884
MLE,NLD,2018,14.3132
MLE,NLD,2014,15.5282
BTSX,NOR,2013,11.7768
MLE,NOR,2017,16.2634
MLE,NOR,2016,16.5489
BTSX,NOR,2016,12.6146
MLE,NOR,2011,18.7741
MLE,NOR,2013,15.5829
MLE,NOR,2015,16.1561
BTSX,NOR,2018,11.9511
BTSX,NOR,2015,12.4583
BTSX,NOR,2012,11.4272
FMLE,NOR,2015,8.71
MLE,NOR,2012,15.9309
FMLE,NOR,2011,7.73
MLE,NOR,2018,16.0062
MLE,NOR,2014,16.5638
BTSX,NOR,2014,11.6413
FMLE,NOR,2010,8.03
BTSX,NOR,2010,12.3541
FMLE,NOR,2018,7.82
MLE,NOR,2010,16.6832
FMLE,NOR,2016,8.62
FMLE,NOR,2012,6.9
FMLE,NOR,2014,6.66
BTSX,NOR,2017,12.1443
FMLE,NOR,2013,7.94
FMLE,NOR,2019,7.69
BTSX,NOR,2011,13.2617
MLE,NOR,2019,15.7798
FMLE,NOR,2017,7.95
BTSX,NOR,2019,11.7756
BTSX,NPL,2014,8.49
FMLE,NPL,2012,2.64
BTSX,NPL,2011,8.93
MLE,NPL,2018,16.1245
MLE,NPL,2014,15.2584
BTSX,NPL,2010,8.68
MLE,NPL,2013,15.4498
MLE,NPL,2016,15.5574
BTSX,NPL,2017,8.65
BTSX,NPL,2012,8.88
FMLE,NPL,2013,2.65
BTSX,NPL,2015,8.52
MLE,NPL,2015,15.4358
BTSX,NPL,2018,8.82
FMLE,NPL,2019,2.74
MLE,NPL,2019,16.4368
MLE,NPL,2011,15.578
FMLE,NPL,2010,2.53
FMLE,NPL,2011,2.63
MLE,NPL,2010,15.0297
FMLE,NPL,2015,2.65
FMLE,NPL,2018,2.73
MLE,NPL,2012,15.6446
BTSX,NPL,2016,8.54
BTSX,NPL,2019,8.99
FMLE,NPL,2014,2.62
MLE,NPL,2017,15.7764
FMLE,NPL,2016,2.67
FMLE,NPL,2017,2.71
BTSX,NPL,2013,8.69
BTSX,NZL,2019,11.0467
BTSX,NZL,2010,12.6426
FMLE,NZL,2014,5.78
FMLE,NZL,2015,6.52
FMLE,NZL,2012,6.78
FMLE,NZL,2010,7.15
MLE,NZL,2013,17.5542
FMLE,NZL,2016,6.3
FMLE,NZL,2013,6.97
BTSX,NZL,2018,11.3615
FMLE,NZL,2018,5.96
BTSX,NZL,2015,11.7202
BTSX,NZL,2013,12.1718
BTSX,NZL,2016,12.1574
MLE,NZL,2017,19.0596
MLE,NZL,2016,18.2146
MLE,NZL,2019,16.4866
MLE,NZL,2011,17.444
FMLE,NZL,2019,5.79
MLE,NZL,2012,18.7588
BTSX,NZL,2012,12.6686
FMLE,NZL,2017,6.58
MLE,NZL,2015,17.0991
MLE,OMN,2014,7.24
MLE,OMN,2015,7.05
FMLE,OMN,2010,1.5
FMLE,OMN,2015,1.2
FMLE,OMN,2016,1.13
BTSX,OMN,2019,4.85
MLE,OMN,2018,6.59
MLE,OMN,2017,6.63
MLE,OMN,2013,7.59
FMLE,OMN,2014,1.23
MLE,OMN,2011,9.1
BTSX,OMN,2018,4.69
MLE,OMN,2016,6.6
BTSX,OMN,2015,5.02
FMLE,OMN,2017,1.09
FMLE,OMN,2018,1.01
MLE,OMN,2019,6.83
FMLE,OMN,2012,1.26
BTSX,OMN,2011,6.12
MLE,OMN,2010,10.1917
FMLE,OMN,2013,1.25
BTSX,OMN,2012,5.39
BTSX,OMN,2017,4.74
MLE,PAK,2016,13.4168
FMLE,PAK,2014,4.48
BTSX,PAK,2018,8.92
BTSX,PAK,2012,8.78
BTSX,PAK,2014,8.9
MLE,PAK,2013,12.9686
MLE,PAK,2010,12.7947
MLE,PAK,2011,12.7159
BTSX,OMN,2014,5.11
BTSX,OMN,2010,6.74
MLE,OMN,2012,7.85
BTSX,OMN,2016,4.72
BTSX,OMN,2013,5.29
FMLE,OMN,2011,1.37
FMLE,OMN,2019,0.997
MLE,NZL,2018,16.943
MLE,NZL,2014,17.0134
MLE,NZL,2010,18.3354
BTSX,NZL,2014,11.3024
BTSX,NZL,2017,12.7145
FMLE,NZL,2011,5.54
BTSX,NZL,2011,11.3861
FMLE,PAK,2015,4.45
BTSX,PAK,2010,8.8
FMLE,PAK,2012,4.49
BTSX,PAK,2011,8.74
FMLE,PAK,2011,4.53
BTSX,PAK,2017,9.09
FMLE,PAK,2018,4.35
BTSX,PAK,2015,8.97
BTSX,PAK,2013,8.86
FMLE,PAK,2013,4.5
FMLE,PAK,2016,4.5
MLE,PAK,2015,13.2304
MLE,PAK,2017,13.4574
FMLE,PAK,2017,4.46
FMLE,PAK,2019,4.34
MLE,PAK,2014,13.0744
FMLE,PAK,2010,4.55
MLE,PAK,2012,12.8146
BTSX,PAK,2016,9.09
MLE,PAK,2018,13.2335
MLE,PAK,2019,13.2539
BTSX,PAK,2019,8.93
FMLE,PAN,2011,1.15
MLE,PAN,2012,6.28
BTSX,PAN,2019,2.86
FMLE,PAN,2010,1.08
MLE,PAN,2019,4.74
MLE,PAN,2010,7.23
FMLE,PAN,2016,1.01
MLE,PAN,2017,5.4
MLE,PAN,2013,6.16
BTSX,PAN,2011,3.8
MLE,PAN,2014,7.03
BTSX,PAN,2013,3.41
FMLE,PAN,2018,1.0
BTSX,PAN,2016,3.27
BTSX,PAN,2012,3.61
MLE,PAN,2011,6.43
FMLE,PAN,2013,0.651
MLE,PAN,2018,4.8
BTSX,PAN,2015,2.9
BTSX,PAN,2010,4.17
FMLE,PAN,2014,1.11
MLE,PAN,2015,4.72
BTSX,PAN,2017,3.17
MLE,PAN,2016,5.52
FMLE,PAN,2019,0.971
BTSX,PAN,2014,4.08
FMLE,PAN,2015,1.06
BTSX,PAN,2018,2.9
FMLE,PAN,2012,0.926
FMLE,PAN,2017,0.922
BTSX,PER,2015,2.71
BTSX,PER,2014,2.9
BTSX,PER,2012,3.2
MLE,PER,2016,3.86
FMLE,PER,2015,1.45
FMLE,PER,2013,1.65
FMLE,PER,2011,1.83
FMLE,PER,2010,1.93
MLE,PER,2013,4.56
MLE,PER,2010,5.02
FMLE,PER,2019,1.4
BTSX,PER,2017,2.74
BTSX,PER,2016,2.63
MLE,PER,2011,4.81
MLE,PER,2015,3.97
BTSX,PER,2013,3.1
FMLE,PER,2016,1.42
FMLE,PER,2017,1.43
BTSX,PER,2019,2.78
MLE,PER,2014,4.27
FMLE,PER,2018,1.41
FMLE,PER,2014,1.55
MLE,PER,2017,4.07
BTSX,PER,2018,2.76
FMLE,PER,2012,1.75
MLE,PER,2012,4.67
MLE,PER,2019,4.17
BTSX,PER,2010,3.47
BTSX,PER,2011,3.31
MLE,PER,2018,4.13
MLE,PHL,2017,3.29
MLE,PHL,2018,3.21
BTSX,PHL,2014,2.28
BTSX,PHL,2017,2.21
MLE,PHL,2015,3.46
BTSX,PHL,2012,2.36
FMLE,PHL,2012,1.25
FMLE,PHL,2014,1.0
BTSX,PHL,2016,2.24
MLE,PHL,2010,3.44
MLE,PHL,2013,3.49
BTSX,PHL,2015,2.27
MLE,PHL,2012,3.45
FMLE,PHL,2017,1.11
FMLE,PHL,2010,1.27
BTSX,PHL,2011,2.71
FMLE,PNG,2010,1.35
FMLE,PNG,2015,1.61
BTSX,PNG,2016,2.95
MLE,PNG,2017,4.12
BTSX,PNG,2010,2.55
BTSX,PNG,2019,2.95
MLE,PNG,2013,3.89
MLE,PNG,2019,4.25
BTSX,PNG,2011,2.56
FMLE,PNG,2018,1.52
BTSX,PNG,2015,2.95
FMLE,PNG,2016,1.59
MLE,PNG,2014,4.15
FMLE,PNG,2017,1.5
FMLE,PHL,2011,1.46
BTSX,PHL,2013,2.37
BTSX,PHL,2010,2.36
FMLE,PHL,2019,1.16
FMLE,PHL,2018,1.13
FMLE,PHL,2015,1.07
BTSX,PHL,2019,2.15
FMLE,PHL,2013,1.24
FMLE,PHL,2016,1.09
MLE,PHL,2011,3.95
MLE,PHL,2016,3.37
BTSX,PHL,2018,2.18
MLE,PHL,2019,3.13
MLE,PHL,2014,3.53
MLE,PNG,2018,4.15
FMLE,PNG,2013,1.45
MLE,PNG,2012,3.91
FMLE,PNG,2019,1.59
FMLE,PNG,2014,1.59
MLE,PNG,2011,3.73
FMLE,POL,2016,3.36
MLE,POL,2015,28.3972
FMLE,POL,2012,4.55
FMLE,POL,2019,3.06
FMLE,POL,2010,4.8
FMLE,POL,2017,3.42
BTSX,POL,2016,13.8297
BTSX,POL,2011,17.9895
BTSX,POL,2015,15.8531
BTSX,POL,2010,18.6215
BTSX,PNG,2017,2.83
MLE,PNG,2015,4.23
MLE,PNG,2016,4.25
FMLE,PNG,2012,1.44
MLE,PNG,2010,3.71
BTSX,PNG,2018,2.86
BTSX,PNG,2012,2.7
BTSX,PNG,2014,2.89
BTSX,PNG,2013,2.69
FMLE,PNG,2011,1.35
FMLE,POL,2014,4.62
MLE,POL,2017,23.8093
BTSX,POL,2014,17.3881
MLE,POL,2013,32.5763
MLE,POL,2018,22.7805
FMLE,POL,2011,4.37
BTSX,POL,2019,11.3017
FMLE,POL,2013,4.75
MLE,POL,2011,32.5353
BTSX,POL,2013,18.2239
BTSX,POL,2012,18.5081
FMLE,POL,2015,4.05
MLE,POL,2012,33.3898
MLE,POL,2014,30.9762
BTSX,POL,2017,13.3021
BTSX,POL,2018,12.6598
FMLE,POL,2018,3.14
MLE,POL,2010,33.3827
MLE,POL,2016,24.9624
MLE,POL,2019,20.0684
MLE,PRK,2012,11.1215
MLE,PRK,2014,11.6408
BTSX,PRK,2016,10.3551
FMLE,PRK,2012,8.32
BTSX,PRK,2019,9.38
BTSX,PRK,2014,10.001
MLE,PRK,2011,11.1
MLE,PRK,2018,11.0337
BTSX,PRK,2013,9.85
BTSX,PRK,2015,10.5014
BTSX,PRK,2017,9.75
FMLE,PRK,2011,8.41
BTSX,PRK,2012,9.69
MLE,PRK,2013,11.396
BTSX,PRK,2011,9.73
FMLE,PRK,2019,7.64
FMLE,PRK,2017,8.02
MLE,PRK,2015,12.4541
FMLE,PRK,2010,8.29
BTSX,PRK,2018,9.28
MLE,PRK,2017,11.5567
FMLE,PRK,2013,8.37
MLE,PRK,2019,11.191
MLE,PRK,2016,12.3021
FMLE,PRK,2018,7.59
FMLE,PRK,2016,8.49
FMLE,PRK,2015,8.63
BTSX,PRK,2010,9.53
FMLE,PRK,2014,8.43
MLE,PRK,2010,10.8231
BTSX,PRT,2014,14.2344
MLE,PRT,2016,18.2083
BTSX,PRT,2019,11.46
FMLE,PRT,2010,6.61
MLE,PRT,2017,18.6281
MLE,PRT,2015,19.2055
BTSX,PRT,2017,11.9579
FMLE,PRT,2013,5.88
BTSX,PRT,2015,13.2074
BTSX,PRT,2012,13.5107
FMLE,PRT,2015,7.81
BTSX,PRT,2010,13.6061
MLE,PRT,2011,19.7593
FMLE,PRT,2016,5.19
BTSX,PRT,2018,11.7384
FMLE,PRT,2014,6.96
MLE,PRT,2012,22.2268
MLE,PRT,2014,22.2978
MLE,PRT,2019,17.8855
FMLE,PRT,2017,5.97
MLE,PRT,2010,21.2331
BTSX,PRT,2011,12.257
MLE,PRT,2013,19.902
FMLE,PRT,2011,5.4
BTSX,PRT,2013,12.5426
FMLE,PRT,2019,5.69
FMLE,PRT,2018,6.3
BTSX,PRT,2016,11.3504
MLE,PRT,2018,17.7963
FMLE,PRT,2012,5.59
MLE,PRY,2010,4.8
BTSX,PRY,2010,3.53
BTSX,PRY,2015,5.73
BTSX,PRY,2017,6.05
FMLE,PRY,2015,3.19
FMLE,PRY,2011,2.69
FMLE,PRY,2010,2.21
MLE,PRY,2019,8.74
BTSX,PRY,2011,4.56
MLE,PRY,2016,7.68
FMLE,PRY,2014,3.8
FMLE,PRY,2019,3.24
BTSX,PRY,2012,4.58
MLE,PRY,2014,7.84
FMLE,PRY,2018,3.2
FMLE,PRY,2017,3.43
MLE,PRY,2013,6.98
BTSX,PRY,2018,5.95
MLE,PRY,2011,6.38
FMLE,PRY,2013,2.8
BTSX,PRY,2014,5.86
BTSX,PRY,2016,5.29
MLE,PRY,2017,8.58
BTSX,PRY,2013,4.93
FMLE,PRY,2012,3.2
MLE,PRY,2012,5.92
MLE,PRY,2018,8.62
MLE,PRY,2015,8.18
BTSX,PRY,2019,6.03
FMLE,PRY,2016,2.82
BTSX,QAT,2011,7.95
BTSX,QAT,2013,6.67
BTSX,QAT,2014,6.29
FMLE,QAT,2016,1.84
FMLE,QAT,2013,1.79
MLE,QAT,2016,7.41
MLE,QAT,2015,7.44
BTSX,QAT,2012,7.38
BTSX,QAT,2015,6.11
FMLE,QAT,2012,1.97
BTSX,QAT,2019,5.84
MLE,QAT,2011,9.73
BTSX,QAT,2010,8.23
MLE,QAT,2012,9.03
MLE,QAT,2013,8.17
MLE,QAT,2018,7.08
BTSX,QAT,2018,5.76
FMLE,QAT,2017,1.76
MLE,QAT,2017,7.07
FMLE,QAT,2018,1.71
FMLE,QAT,2011,2.09
BTSX,QAT,2016,6.07
FMLE,QAT,2015,1.88
FMLE,QAT,2010,2.16
MLE,QAT,2019,7.19
MLE,QAT,2014,7.7
FMLE,QAT,2019,1.72
FMLE,QAT,2014,1.76
MLE,QAT,2010,10.0972
BTSX,QAT,2017,5.78
MLE,ROU,2013,21.3072
BTSX,ROU,2018,10.211
FMLE,ROU,2011,3.73
MLE,ROU,2016,17.4777
MLE,ROU,2019,16.5156
FMLE,ROU,2010,4.47
FMLE,ROU,2016,3.24
FMLE,ROU,2018,3.34
BTSX,ROU,2011,12.1406
MLE,ROU,2011,21.0448
FMLE,ROU,2012,3.51
FMLE,ROU,2014,3.27
FMLE,ROU,2019,3.33
MLE,ROU,2018,17.4603
MLE,ROU,2012,22.2013
FMLE,ROU,2017,3.45
FMLE,ROU,2013,3.65
MLE,ROU,2014,19.8024
BTSX,ROU,2016,10.1695
BTSX,ROU,2013,12.2375
BTSX,ROU,2019,9.74
BTSX,ROU,2015,11.5138
MLE,ROU,2015,19.9489
BTSX,ROU,2010,13.2495
BTSX,ROU,2017,10.0823
BTSX,ROU,2014,11.3156
FMLE,ROU,2015,3.51
MLE,ROU,2017,17.0754
BTSX,ROU,2012,12.5901
MLE,ROU,2010,22.5526
FMLE,RUS,2016,10.7373
MLE,RUS,2014,59.9829
MLE,RUS,2013,59.2986
FMLE,RUS,2010,12.6354
FMLE,RUS,2013,11.2037
FMLE,RUS,2014,11.2729
BTSX,RUS,2012,34.414
BTSX,RUS,2013,33.4898
BTSX,RUS,2018,27.109
BTSX,RUS,2016,30.9852
BTSX,RUS,2019,25.1078
FMLE,RUS,2011,12.0408
MLE,RUS,2019,43.6337
FMLE,RUS,2019,9.11
MLE,RUS,2017,49.2962
FMLE,RUS,2017,9.97
FMLE,RUS,2012,11.5736
MLE,RUS,2015,56.4079
BTSX,RUS,2015,32.0482
FMLE,RUS,2015,11.0201
BTSX,RUS,2010,38.0784
FMLE,RUS,2018,9.72
BTSX,RUS,2017,28.1927
BTSX,RUS,2011,35.8928
MLE,RUS,2018,47.2434
MLE,RUS,2011,63.4903
MLE,RUS,2016,54.4407
MLE,RUS,2012,60.855
MLE,RUS,2010,67.4966
BTSX,RUS,2014,33.8414
FMLE,RWA,2010,4.12
FMLE,RWA,2015,3.28
FMLE,RWA,2012,3.67
MLE,RWA,2011,8.68
BTSX,RWA,2014,5.82
BTSX,RWA,2016,5.66
BTSX,RWA,2018,5.58
MLE,RWA,2015,8.25
MLE,RWA,2014,8.36
MLE,RWA,2016,8.21
MLE,RWA,2013,8.28
FMLE,RWA,2011,3.85
BTSX,RWA,2015,5.72
FMLE,RWA,2016,3.2
MLE,RWA,2010,9.1
BTSX,RWA,2012,6.03
FMLE,RWA,2014,3.37
BTSX,RWA,2011,6.22
BTSX,RWA,2017,5.61
FMLE,RWA,2017,3.09
BTSX,RWA,2019,5.57
MLE,RWA,2012,8.48
MLE,RWA,2017,8.22
FMLE,RWA,2013,3.42
FMLE,RWA,2019,3.02
MLE,RWA,2019,8.22
BTSX,RWA,2010,6.56
BTSX,RWA,2013,5.8
FMLE,RWA,2018,3.03
MLE,RWA,2018,8.21
MLE,SAU,2011,9.09
FMLE,SAU,2014,2.36
FMLE,SAU,2013,2.36
MLE,SAU,2016,9.46
FMLE,SAU,2015,2.29
FMLE,SAU,2011,2.23
FMLE,SAU,2017,2.12
MLE,SAU,2012,9.51
FMLE,SAU,2018,2.03
MLE,SAU,2017,9.28
MLE,SAU,2015,9.41
MLE,SAU,2013,9.62
FMLE,SAU,2016,2.2
MLE,SAU,2018,9.09
MLE,SAU,2014,9.83
BTSX,SAU,2011,6.1
BTSX,SAU,2015,6.34
BTSX,SAU,2014,6.6
MLE,SAU,2010,8.27
BTSX,SAU,2016,6.34
FMLE,SAU,2012,2.41
BTSX,SAU,2010,5.47
BTSX,SAU,2012,6.42
BTSX,SAU,2017,6.22
FMLE,SAU,2019,1.95
BTSX,SAU,2018,6.09
MLE,SAU,2019,8.91
BTSX,SAU,2019,5.97
BTSX,SAU,2013,6.47
FMLE,SAU,2010,1.87
BTSX,SDN,2019,3.84
FMLE,SDN,2019,2.75
MLE,SDN,2013,5.17
FMLE,SDN,2013,2.87
FMLE,SDN,2017,2.8
BTSX,SDN,2015,3.88
BTSX,SDN,2010,4.03
MLE,SDN,2015,4.99
MLE,SDN,2017,4.89
FMLE,SDN,2018,2.8
BTSX,SDN,2014,3.94
BTSX,SDN,2018,3.87
FMLE,SDN,2010,2.89
BTSX,SDN,2017,3.84
MLE,SDN,2011,5.25
BTSX,SDN,2016,3.86
MLE,SDN,2014,5.07
MLE,SDN,2016,4.93
BTSX,SDN,2011,4.11
FMLE,SDN,2016,2.79
FMLE,SDN,2011,2.98
FMLE,SDN,2014,2.81
MLE,SDN,2019,4.93
FMLE,SDN,2012,2.85
BTSX,SDN,2013,4.02
MLE,SDN,2012,5.13
FMLE,SDN,2015,2.76
MLE,SDN,2018,4.94
MLE,SDN,2010,5.18
BTSX,SDN,2012,3.99
FMLE,SEN,2010,3.43
BTSX,SEN,2011,6.45
BTSX,SEN,2019,6.0
BTSX,SEN,2018,6.07
BTSX,SEN,2014,6.45
BTSX,SEN,2013,6.49
BTSX,SEN,2012,6.49
FMLE,SEN,2015,3.34
FMLE,SEN,2013,3.51
MLE,SEN,2016,9.45
FMLE,SEN,2017,3.17
MLE,SEN,2011,9.66
FMLE,SEN,2019,3.0
FMLE,SEN,2016,3.23
MLE,SEN,2017,9.34
MLE,SEN,2012,9.68
MLE,SEN,2013,9.63
FMLE,SEN,2018,3.08
BTSX,SEN,2015,6.36
MLE,SEN,2014,9.65
FMLE,SEN,2014,3.43
FMLE,SEN,2012,3.48
FMLE,SEN,2011,3.41
MLE,SEN,2010,9.87
BTSX,SEN,2010,6.56
BTSX,SEN,2016,6.26
MLE,SEN,2019,9.16
MLE,SEN,2015,9.55
BTSX,SEN,2017,6.18
FMLE,SGP,2013,6.06
FMLE,SGP,2017,6.18
BTSX,SGP,2019,11.2059
BTSX,SGP,2018,9.42
BTSX,SGP,2014,10.2002
BTSX,SGP,2013,10.2765
BTSX,SGP,2012,11.2576
FMLE,SGP,2019,7.06
MLE,SGP,2010,12.8309
FMLE,SGP,2015,5.82
MLE,SGP,2015,11.8801
FMLE,SGP,2012,8.25
FMLE,SGP,2016,6.44
MLE,SGP,2019,14.9778
MLE,SGP,2012,13.9924
FMLE,SGP,2011,6.67
MLE,SEN,2018,9.21
FMLE,SGP,2018,5.99
BTSX,SGP,2010,9.91
MLE,SGP,2014,14.3125
MLE,SGP,2018,12.551
MLE,SGP,2016,11.4978
MLE,SGP,2017,11.5222
BTSX,SGP,2015,8.99
MLE,SGP,2013,14.1146
BTSX,SGP,2017,8.98
FMLE,SGP,2014,5.68
MLE,SGP,2011,12.1704
BTSX,SGP,2011,9.55
BTSX,SGP,2016,9.09
FMLE,SGP,2010,6.74
MLE,SLB,2016,27.7813
FMLE,SLB,2012,2.0
BTSX,SLB,2010,15.7066
MLE,SLB,2018,27.6841
FMLE,SLB,2019,1.86
BTSX,SLB,2016,15.0591
BTSX,SLB,2015,15.1616
MLE,SLB,2017,27.7975
MLE,SLB,2010,28.9611
FMLE,SLB,2013,1.97
FMLE,SLB,2010,2.02
MLE,SLB,2012,28.7175
MLE,SLB,2015,27.9549
FMLE,SLB,2016,1.9
BTSX,SLB,2014,15.2898
MLE,SLB,2013,28.3648
FMLE,SLB,2014,1.95
FMLE,SLB,2015,1.94
MLE,SLB,2011,28.9381
FMLE,SLB,2018,1.88
MLE,SLB,2014,28.2011
BTSX,SLB,2017,15.0583
BTSX,SLB,2019,14.6676
FMLE,SLB,2017,1.88
BTSX,SLB,2011,15.6901
BTSX,SLB,2018,15.0013
BTSX,SLB,2012,15.5704
FMLE,SLB,2011,2.02
MLE,SLB,2019,27.0494
BTSX,SLB,2013,15.3801
BTSX,SLE,2017,6.28
FMLE,SLE,2017,4.67
FMLE,SLE,2016,4.54
MLE,SLE,2019,8.3
MLE,SLE,2015,7.55
MLE,SLE,2016,7.77
FMLE,SLE,2015,4.22
FMLE,SLE,2011,4.69
FMLE,SLE,2012,4.75
BTSX,SLE,2013,6.34
MLE,SLE,2011,8.26
FMLE,SLE,2014,4.41
MLE,SLE,2012,8.49
FMLE,SLE,2019,5.05
MLE,SLE,2017,7.89
BTSX,SLE,2010,6.76
BTSX,SLE,2012,6.61
FMLE,SLE,2013,4.56
BTSX,SLE,2011,6.47
BTSX,SLE,2018,6.56
MLE,SLE,2010,8.74
BTSX,SLE,2015,5.88
MLE,SLE,2018,8.2
FMLE,SLE,2018,4.92
BTSX,SLE,2016,6.15
MLE,SLE,2013,8.13
BTSX,SLE,2019,6.67
