"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"SDGSUICIDE","PUBLISHED","2013","EMR","","SOM","FMLE","3.9 [2.1-6.8]","3.93000","2.08000","6.75000",""
"SDGSUICIDE","PUBLISHED","2003","EMR","","SOM","BTSX","8.9 [4.1-16.1]","8.94000","4.12000","16.06000",""
"SDGSUICIDE","PUBLISHED","2006","EMR","","SOM","FMLE","4.1 [2.1-7.1]","4.05000","2.10000","7.10000",""
"SDGSUICIDE","PUBLISHED","2010","EMR","","SOM","MLE","12.5 [5.6-22.9]","12.50750","5.60000","22.91530",""
"SDGSUICIDE","PUBLISHED","2004","EMR","","SOM","BTSX","9.1 [4.2-16.4]","9.07000","4.20000","16.36120",""
"SDGSUICIDE","PUBLISHED","2002","EMR","","SOM","MLE","13.8 [6.1-24.9]","13.75700","6.08000","24.94100",""
"SDGSUICIDE","PUBLISHED","2004","EMR","","SOM","MLE","13.9 [6.2-25.3]","13.93550","6.22000","25.33350",""
"SDGSUICIDE","PUBLISHED","2005","EMR","","SOM","MLE","13.7 [6.1-24.8]","13.65290","6.09000","24.78190",""
"SDGSUICIDE","PUBLISHED","2017","EMR","","SOM","MLE","12.1 [5.4-22.2]","12.09070","5.39000","22.24170",""
"SDGSUICIDE","PUBLISHED","2007","EMR","","SOM","BTSX","8.4 [3.9-15.2]","8.44000","3.92000","15.21900",""
"SDGSUICIDE","PUBLISHED","2001","EMR","","SOM","BTSX","8.9 [4.1-16.0]","8.88000","4.07000","15.99390",""
"SDGSUICIDE","PUBLISHED","2000","EMR","","SOM","MLE","13.9 [6.2-25.2]","13.86370","6.17000","25.20680",""
"SDGSUICIDE","PUBLISHED","2016","EMR","","SOM","FMLE","3.9 [2.0-6.7]","3.85000","2.03000","6.69000",""
"SDGSUICIDE","PUBLISHED","2015","EMR","","SOM","BTSX","8.0 [3.7-14.5]","7.99000","3.74000","14.45620",""
"SDGSUICIDE","PUBLISHED","2006","EMR","","SOM","BTSX","8.7 [4.0-15.6]","8.67000","4.02000","15.61970",""
"SDGSUICIDE","PUBLISHED","2014","EMR","","SOM","MLE","12.2 [5.5-22.5]","12.21020","5.48000","22.45990",""
"SDGSUICIDE","PUBLISHED","2018","EMR","","SOM","FMLE","3.8 [2.0-6.6]","3.82000","2.03000","6.57000",""
"SDGSUICIDE","PUBLISHED","2011","EMR","","SOM","BTSX","8.1 [3.8-14.6]","8.12000","3.80000","14.64700",""
"SDGSUICIDE","PUBLISHED","2008","EMR","","SOM","MLE","13.0 [5.8-23.7]","13.03590","5.81000","23.66350",""
"SDGSUICIDE","PUBLISHED","2010","EMR","","SOM","FMLE","3.9 [2.0-6.6]","3.88000","2.04000","6.64000",""
"SDGSUICIDE","PUBLISHED","2018","EMR","","SOM","BTSX","8.0 [3.7-14.4]","7.95000","3.72000","14.35870",""
"SDGSUICIDE","PUBLISHED","2008","EMR","","SOM","FMLE","4.1 [2.1-7.0]","4.05000","2.12000","7.00000",""
"SDGSUICIDE","PUBLISHED","2011","EMR","","SOM","FMLE","3.9 [2.1-6.7]","3.91000","2.06000","6.72000",""
"SDGSUICIDE","PUBLISHED","2001","EMR","","SOM","FMLE","4.0 [2.0-7.1]","4.01000","2.02000","7.06000",""
"SDGSUICIDE","PUBLISHED","2019","EMR","","SOM","BTSX","7.9 [3.7-14.2]","7.89000","3.70000","14.22810",""
"SDGSUICIDE","PUBLISHED","2008","EMR","","SOM","BTSX","8.5 [4.0-15.3]","8.54000","3.96000","15.32920",""
"SDGSUICIDE","PUBLISHED","2001","EMR","","SOM","MLE","13.7 [6.1-24.9]","13.72800","6.11000","24.90550",""
"SDGSUICIDE","PUBLISHED","2004","EMR","","SOM","FMLE","4.2 [2.2-7.4]","4.20000","2.18000","7.37000",""
"SDGSUICIDE","PUBLISHED","2018","EMR","","SOM","MLE","12.1 [5.4-22.2]","12.10780","5.42000","22.18630",""
"SDGSUICIDE","PUBLISHED","2003","EMR","","SOM","MLE","13.7 [6.1-24.9]","13.73770","6.10000","24.86420",""
"SDGSUICIDE","PUBLISHED","2000","EMR","","SOM","FMLE","4.2 [2.1-7.5]","4.24000","2.12000","7.48000",""
"SDGSUICIDE","PUBLISHED","2007","EMR","","SOM","FMLE","4.0 [2.1-7.0]","4.00000","2.10000","7.01000",""
"SDGSUICIDE","PUBLISHED","2019","EMR","","SOM","FMLE","3.8 [2.0-6.5]","3.79000","2.03000","6.52000",""
"SDGSUICIDE","PUBLISHED","2011","EMR","","SOM","MLE","12.3 [5.5-22.6]","12.34140","5.54000","22.59580",""
"SDGSUICIDE","PUBLISHED","2009","EMR","","SOM","FMLE","4.0 [2.1-6.9]","4.01000","2.10000","6.89000",""
"SDGSUICIDE","PUBLISHED","2002","EMR","","SOM","FMLE","4.0 [2.1-7.1]","4.04000","2.07000","7.10000",""
"SDGSUICIDE","PUBLISHED","2010","EMR","","SOM","BTSX","8.2 [3.8-14.8]","8.19000","3.82000","14.76940",""
"SDGSUICIDE","PUBLISHED","2009","EMR","","SOM","BTSX","8.5 [4.0-15.3]","8.54000","3.96000","15.32250",""
"SDGSUICIDE","PUBLISHED","2014","EMR","","SOM","FMLE","3.9 [2.1-6.8]","3.94000","2.08000","6.78000",""
"SDGSUICIDE","PUBLISHED","2007","EMR","","SOM","MLE","12.9 [5.8-23.4]","12.87320","5.75000","23.42930",""
"SDGSUICIDE","PUBLISHED","2003","EMR","","SOM","FMLE","4.1 [2.1-7.2]","4.13000","2.13000","7.24000",""
"SDGSUICIDE","PUBLISHED","2005","EUR","","SRB","BTSX","20.1 [15.8-24.8]","20.14700","15.84900","24.76090",""
"SDGSUICIDE","PUBLISHED","2008","EUR","","SRB","FMLE","10.4 [8.6-12.3]","10.35230","8.62000","12.26380",""
"SDGSUICIDE","PUBLISHED","2017","EUR","","SRB","MLE","0.4 [0.3-0.5]","0.35400","0.25300","0.46500",""
"SDGSUICIDE","PUBLISHED","2010","EUR","","SRB","BTSX","17.2 [13.6-21.1]","17.17690","13.60640","21.07090",""
"SDGSUICIDE","PUBLISHED","2012","EUR","","SRB","BTSX","18.2 [14.4-22.5]","18.22440","14.35470","22.45590",""
"SDGSUICIDE","PUBLISHED","2007","EUR","","SRB","MLE","27.8 [21.7-34.9]","27.80030","21.70340","34.87610",""
"SDGSUICIDE","PUBLISHED","2001","EUR","","SRB","FMLE","11.9 [9.9-14.2]","11.90450","9.89000","14.16140",""
"SDGSUICIDE","PUBLISHED","2004","EUR","","SRB","FMLE","11.2 [9.4-13.2]","11.19890","9.39000","13.21200",""
"SDGSUICIDE","PUBLISHED","2014","EUR","","SRB","FMLE","8.4 [6.9-10.1]","8.39000","6.89000","10.07850",""
"SDGSUICIDE","PUBLISHED","2000","EUR","","SRB","MLE","33.0 [24.7-41.2]","33.03990","24.73590","41.20100",""
"SDGSUICIDE","PUBLISHED","2003","EUR","","SRB","MLE","31.5 [24.1-39.0]","31.53480","24.10840","39.03660",""
"SDGSUICIDE","PUBLISHED","2019","EUR","","SRB","MLE","16.6 [11.3-23.3]","16.62820","11.30180","23.34600",""
"SDGSUICIDE","PUBLISHED","2010","EUR","","SRB","FMLE","8.6 [7.2-10.2]","8.63000","7.20000","10.22260",""
"SDGSUICIDE","PUBLISHED","2019","EUR","","SRB","BTSX","11.4 [7.7-15.9]","11.35930","7.74000","15.91030",""
"SDGSUICIDE","PUBLISHED","2013","EUR","","SRB","BTSX","17.9 [14.1-22.2]","17.91820","14.08110","22.17940",""
"SDGSUICIDE","PUBLISHED","2015","EUR","","SRB","MLE","24.6 [18.8-31.2]","24.55940","18.80220","31.22970",""
"SDGSUICIDE","PUBLISHED","2015","EUR","","SRB","BTSX","16.4 [12.7-20.6]","16.35550","12.69990","20.57260",""
"SDGSUICIDE","PUBLISHED","2011","EUR","","SRB","FMLE","9.7 [8.1-24.7]","9.71000","8.07000","24.67140",""
"SDGSUICIDE","PUBLISHED","2001","EUR","","SRB","BTSX","21.8 [16.9-26.7]","21.75390","16.87140","26.74720",""
"SDGSUICIDE","PUBLISHED","2007","EUR","","SRB","FMLE","10.0 [8.4-11.9]","10.03250","8.39000","11.87240",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","SRB","BTSX","15.2 [11.7-19.3]","15.17940","11.65770","19.33010",""
"SDGSUICIDE","PUBLISHED","2000","EUR","","SRB","FMLE","13.5 [11.1-16.2]","13.47920","11.07110","16.18090",""
"SDGSUICIDE","PUBLISHED","2006","EUR","","SRB","FMLE","11.1 [9.3-13.0]","11.05320","9.27000","13.04430",""
"SDGSUICIDE","PUBLISHED","2017","EUR","","SRB","FMLE","0.8 [0.6-1.0]","0.76600","0.58400","0.98600",""
"SDGSUICIDE","PUBLISHED","2018","EUR","","SRB","FMLE","6.2 [4.4-8.4]","6.20000","4.41000","8.38000",""
"SDGSUICIDE","PUBLISHED","2017","EUR","","SRB","BTSX","0.6 [0.4-0.7]","0.56400","0.42200","0.73000",""
"SDGSUICIDE","PUBLISHED","2005","EUR","","SRB","FMLE","11.8 [9.9-14.0]","11.84190","9.92000","13.96820",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","SRB","FMLE","8.4 [6.7-10.4]","8.43000","6.69000","10.43960",""
"SDGSUICIDE","PUBLISHED","2000","EUR","","SRB","BTSX","23.1 [17.8-28.5]","23.07850","17.77710","28.45940",""
"SDGSUICIDE","PUBLISHED","2003","EUR","","SRB","FMLE","11.3 [9.5-13.4]","11.33210","9.48000","13.42150",""
"SDGSUICIDE","PUBLISHED","2002","EUR","","SRB","BTSX","22.4 [17.3-27.5]","22.35390","17.32610","27.49880",""
"SDGSUICIDE","PUBLISHED","2012","EUR","","SRB","MLE","27.7 [21.4-34.6]","27.72630","21.40850","34.59410",""
"SDGSUICIDE","PUBLISHED","2010","EUR","","SRB","MLE","26.1 [20.3-32.4]","26.06910","20.27100","32.35820",""
"SDGSUICIDE","PUBLISHED","2009","EUR","","SRB","FMLE","10.3 [8.6-12.2]","10.31590","8.63000","12.21490",""
"SDGSUICIDE","PUBLISHED","2004","EUR","","SRB","BTSX","21.3 [16.7-26.1]","21.30850","16.66280","26.13540",""
"SDGSUICIDE","PUBLISHED","2014","EUR","","SRB","BTSX","17.0 [13.3-21.2]","17.01550","13.30690","21.22170",""
"SDGSUICIDE","PUBLISHED","2008","EUR","","SRB","MLE","26.0 [20.4-32.6]","26.04790","20.41870","32.57680",""
"SDGSUICIDE","PUBLISHED","2009","EUR","","SRB","MLE","29.0 [22.6-36.1]","28.97940","22.56250","36.09260",""
"SDGSUICIDE","PUBLISHED","2013","EUR","","SRB","FMLE","8.8 [7.3-10.5]","8.82000","7.32000","10.50860",""
"SDGSUICIDE","PUBLISHED","2011","EUR","","SRB","BTSX","18.0 [14.2-28.8]","18.02450","14.21380","28.82980",""
"SDGSUICIDE","PUBLISHED","2006","EUR","","SRB","BTSX","19.5 [15.4-24.0]","19.45190","15.44080","24.01720",""
"SDGSUICIDE","PUBLISHED","2019","EUR","","SRB","FMLE","6.3 [4.3-8.8]","6.30000","4.33000","8.77000",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","SRB","MLE","22.2 [16.8-28.6]","22.19890","16.82350","28.57900",""
"SDGSUICIDE","PUBLISHED","2011","EUR","","SRB","MLE","26.7 [20.6-33.2]","26.67180","20.60200","33.15510",""
"SDGSUICIDE","PUBLISHED","2006","EUR","","SRB","MLE","28.2 [21.9-35.5]","28.20800","21.87140","35.45720",""
"SDGSUICIDE","PUBLISHED","2005","EUR","","SRB","MLE","28.8 [22.0-36.0]","28.80580","22.03280","36.01330",""
"SDGSUICIDE","PUBLISHED","2004","EUR","","SRB","MLE","31.8 [24.2-39.6]","31.84490","24.24650","39.60430",""
"SDGSUICIDE","PUBLISHED","2002","EUR","","SRB","MLE","33.4 [25.2-41.6]","33.38340","25.19690","41.58040",""
"SDGSUICIDE","PUBLISHED","2001","EUR","","SRB","MLE","32.0 [24.1-39.8]","31.98930","24.12920","39.82620",""
"SDGSUICIDE","PUBLISHED","2018","EUR","","SRB","MLE","16.6 [11.5-22.6]","16.55480","11.53910","22.61350",""
"SDGSUICIDE","PUBLISHED","2015","EUR","","SRB","FMLE","8.5 [6.8-10.3]","8.47000","6.83000","10.32670",""
"SDGSUICIDE","PUBLISHED","2009","EUR","","SRB","BTSX","19.5 [15.5-23.9]","19.46040","15.45880","23.91410",""
"SDGSUICIDE","PUBLISHED","2003","EUR","","SRB","BTSX","21.2 [16.6-26.0]","21.22810","16.64630","25.96870",""
"SDGSUICIDE","PUBLISHED","2014","EUR","","SRB","MLE","26.0 [20.0-32.8]","25.98350","19.97740","32.81080",""
"SDGSUICIDE","PUBLISHED","2012","EUR","","SRB","FMLE","9.1 [7.6-10.8]","9.09000","7.57000","10.78410",""
"SDGSUICIDE","PUBLISHED","2018","EUR","","SRB","BTSX","11.3 [7.9-15.4]","11.27370","7.91000","15.35660",""
"SDGSUICIDE","PUBLISHED","2007","EUR","","SRB","BTSX","18.7 [14.9-23.1]","18.73290","14.90890","23.13660",""
"SDGSUICIDE","PUBLISHED","2002","EUR","","SRB","FMLE","11.8 [9.8-14.0]","11.75340","9.76000","13.96490",""
"SDGSUICIDE","PUBLISHED","2013","EUR","","SRB","MLE","27.4 [21.1-34.3]","27.37550","21.11300","34.31630",""
"SDGSUICIDE","PUBLISHED","2008","EUR","","SRB","BTSX","18.0 [14.4-22.2]","18.04020","14.40040","22.21340",""
"SDGSUICIDE","PUBLISHED","2013","AFR","","SSD","BTSX","3.6 [2.0-6.3]","3.59000","1.95000","6.25000",""
"SDGSUICIDE","PUBLISHED","2018","AFR","","SSD","MLE","5.6 [3.1-9.7]","5.61000","3.09000","9.74000",""
"SDGSUICIDE","PUBLISHED","2019","AFR","","SSD","FMLE","2.0 [1.1-3.5]","2.01000","1.07000","3.49000",""
"SDGSUICIDE","PUBLISHED","2017","AFR","","SSD","FMLE","2.0 [1.0-3.4]","1.96000","1.04000","3.41000",""
"SDGSUICIDE","PUBLISHED","2019","AFR","","SSD","BTSX","3.9 [2.1-6.7]","3.85000","2.09000","6.74000",""
"SDGSUICIDE","PUBLISHED","2010","AFR","","SSD","MLE","5.3 [2.9-9.1]","5.30000","2.90000","9.12000",""
"SDGSUICIDE","PUBLISHED","2009","AFR","","SSD","BTSX","3.7 [2.0-6.4]","3.68000","1.99000","6.35000",""
"SDGSUICIDE","PUBLISHED","2000","AFR","","SSD","MLE","6.3 [3.4-10.9]","6.34000","3.39000","10.90560",""
"SDGSUICIDE","PUBLISHED","2001","AFR","","SSD","MLE","5.9 [3.0-10.2]","5.89000","3.01000","10.16170",""
"SDGSUICIDE","PUBLISHED","2006","AFR","","SSD","FMLE","2.1 [1.1-3.6]","2.07000","1.08000","3.60000",""
"SDGSUICIDE","PUBLISHED","2008","AFR","","SSD","FMLE","2.0 [1.1-3.6]","2.03000","1.06000","3.55000",""
"SDGSUICIDE","PUBLISHED","2008","AFR","","SSD","MLE","5.5 [3.0-9.5]","5.51000","3.02000","9.45000",""
"SDGSUICIDE","PUBLISHED","2018","AFR","","SSD","FMLE","2.0 [1.1-3.4]","1.98000","1.05000","3.42000",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","SSD","BTSX","3.7 [2.0-6.4]","3.65000","1.99000","6.35000",""
"SDGSUICIDE","PUBLISHED","2006","AFR","","SSD","BTSX","3.9 [2.1-6.7]","3.88000","2.08000","6.70000",""
"SDGSUICIDE","PUBLISHED","2012","AFR","","SSD","FMLE","2.0 [1.0-3.4]","1.97000","1.04000","3.43000",""
"SDGSUICIDE","PUBLISHED","2004","AFR","","SSD","FMLE","2.1 [1.1-3.7]","2.08000","1.09000","3.65000",""
"SDGSUICIDE","PUBLISHED","2004","AFR","","SSD","MLE","5.8 [3.1-9.9]","5.77000","3.08000","9.88000",""
"SDGSUICIDE","PUBLISHED","2011","AFR","","SSD","FMLE","1.9 [1.0-3.4]","1.94000","1.02000","3.39000",""
"SDGSUICIDE","PUBLISHED","2003","AFR","","SSD","FMLE","2.1 [1.1-3.6]","2.06000","1.05000","3.63000",""
"SDGSUICIDE","PUBLISHED","2013","AFR","","SSD","FMLE","1.9 [1.0-3.4]","1.91000","1.01000","3.35000",""
"SDGSUICIDE","PUBLISHED","2004","AFR","","SSD","BTSX","3.9 [2.1-6.8]","3.92000","2.08000","6.76000",""
"SDGSUICIDE","PUBLISHED","2011","AFR","","SSD","MLE","5.3 [2.9-9.2]","5.30000","2.91000","9.16000",""
"SDGSUICIDE","PUBLISHED","2005","AFR","","SSD","MLE","5.7 [3.0-9.8]","5.68000","3.04000","9.80000",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","SSD","MLE","5.4 [2.9-9.3]","5.35000","2.94000","9.31000",""
"SDGSUICIDE","PUBLISHED","2003","AFR","","SSD","MLE","5.8 [3.0-9.9]","5.75000","3.03000","9.92000",""
"SDGSUICIDE","PUBLISHED","2002","AFR","","SSD","FMLE","2.0 [1.0-3.6]","2.01000","0.99300","3.55000",""
"SDGSUICIDE","PUBLISHED","2011","AFR","","SSD","BTSX","3.6 [2.0-6.3]","3.62000","1.97000","6.28000",""
"SDGSUICIDE","PUBLISHED","2019","AFR","","SSD","MLE","5.7 [3.1-10.0]","5.68000","3.10000","9.97000",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","SSD","FMLE","2.0 [1.0-3.4]","1.95000","1.04000","3.38000",""
"SDGSUICIDE","PUBLISHED","2015","AFR","","SSD","MLE","5.2 [2.9-9.1]","5.23000","2.86000","9.08000",""
"SDGSUICIDE","PUBLISHED","2015","AFR","","SSD","BTSX","3.6 [2.0-6.2]","3.59000","1.95000","6.23000",""
"SDGSUICIDE","PUBLISHED","2007","AFR","","SSD","BTSX","3.9 [2.1-6.6]","3.85000","2.09000","6.64000",""
"SDGSUICIDE","PUBLISHED","2018","AFR","","SSD","BTSX","3.8 [2.1-6.6]","3.79000","2.07000","6.58000",""
"SDGSUICIDE","PUBLISHED","2009","AFR","","SSD","MLE","5.4 [2.9-9.2]","5.35000","2.92000","9.18000",""
"SDGSUICIDE","PUBLISHED","2009","AFR","","SSD","FMLE","2.0 [1.1-3.5]","2.01000","1.05000","3.52000",""
"SDGSUICIDE","PUBLISHED","2012","AFR","","SSD","MLE","5.4 [3.0-9.3]","5.39000","2.96000","9.27000",""
"SDGSUICIDE","PUBLISHED","2005","AFR","","SSD","BTSX","3.9 [2.1-6.7]","3.87000","2.05000","6.70000",""
"SDGSUICIDE","PUBLISHED","2000","AFR","","SSD","BTSX","4.3 [2.3-7.3]","4.26000","2.27000","7.34000",""
"SDGSUICIDE","PUBLISHED","2013","AFR","","SSD","MLE","5.3 [2.9-9.2]","5.27000","2.89000","9.15000",""
"SDGSUICIDE","PUBLISHED","2002","AFR","","SSD","MLE","5.7 [2.9-9.9]","5.73000","2.91000","9.94000",""
"SDGSUICIDE","PUBLISHED","2014","AFR","","SSD","MLE","5.0 [2.8-8.7]","5.01000","2.75000","8.72000",""
"SDGSUICIDE","PUBLISHED","2007","AFR","","SSD","FMLE","2.1 [1.1-3.6]","2.06000","1.08000","3.61000",""
"SDGSUICIDE","PUBLISHED","2003","AFR","","SSD","BTSX","3.9 [2.0-6.8]","3.90000","2.04000","6.76000",""
"SDGSUICIDE","PUBLISHED","2007","AFR","","SSD","MLE","5.7 [3.1-9.7]","5.65000","3.09000","9.69000",""
"SDGSUICIDE","PUBLISHED","2014","AFR","","SSD","FMLE","1.9 [1.0-3.4]","1.92000","1.01000","3.35000",""
"SDGSUICIDE","PUBLISHED","2014","AFR","","SSD","BTSX","3.5 [1.9-6.0]","3.46000","1.88000","6.03000",""
"SDGSUICIDE","PUBLISHED","2017","AFR","","SSD","MLE","5.3 [2.9-9.3]","5.33000","2.93000","9.26000",""
"SDGSUICIDE","PUBLISHED","2012","AFR","","SSD","BTSX","3.7 [2.0-6.4]","3.68000","2.00000","6.35000",""
"SDGSUICIDE","PUBLISHED","2005","AFR","","SSD","FMLE","2.1 [1.1-3.6]","2.06000","1.06000","3.61000",""
"SDGSUICIDE","PUBLISHED","2008","AFR","","SSD","BTSX","3.8 [2.0-6.5]","3.77000","2.04000","6.50000",""
"SDGSUICIDE","PUBLISHED","2001","AFR","","SSD","FMLE","2.1 [1.0-3.6]","2.08000","1.04000","3.63000",""
"SDGSUICIDE","PUBLISHED","2015","AFR","","SSD","FMLE","2.0 [1.0-3.4]","1.95000","1.04000","3.39000",""
"SDGSUICIDE","PUBLISHED","2010","AFR","","SSD","FMLE","2.0 [1.1-3.5]","1.99000","1.05000","3.50000",""
"SDGSUICIDE","PUBLISHED","2010","AFR","","SSD","BTSX","3.7 [2.0-6.3]","3.65000","1.97000","6.31000",""
"SDGSUICIDE","PUBLISHED","2002","AFR","","SSD","BTSX","3.9 [2.0-6.7]","3.86000","1.95000","6.74000",""
"SDGSUICIDE","PUBLISHED","2001","AFR","","SSD","BTSX","4.0 [2.0-6.9]","3.98000","2.02000","6.89000",""
"SDGSUICIDE","PUBLISHED","2017","AFR","","SSD","BTSX","3.7 [2.0-6.3]","3.65000","1.99000","6.34000",""
"SDGSUICIDE","PUBLISHED","2000","AFR","","SSD","FMLE","2.2 [1.2-3.8]","2.20000","1.15000","3.80000",""
"SDGSUICIDE","PUBLISHED","2006","AFR","","SSD","MLE","5.7 [3.1-9.8]","5.69000","3.08000","9.81000",""
"SDGSUICIDE","PUBLISHED","2006","AFR","","STP","FMLE","0.9 [0.5-1.4]","0.87900","0.50400","1.43000",""
"SDGSUICIDE","PUBLISHED","2003","AFR","","STP","BTSX","1.3 [0.7-2.1]","1.29000","0.67500","2.07000",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","STP","BTSX","1.5 [0.7-2.4]","1.45000","0.74400","2.37000",""
"SDGSUICIDE","PUBLISHED","2015","AFR","","STP","BTSX","1.5 [0.8-2.4]","1.46000","0.75100","2.37000",""
"SDGSUICIDE","PUBLISHED","2010","AFR","","STP","BTSX","1.5 [0.8-2.3]","1.45000","0.76300","2.33000",""
"SDGSUICIDE","PUBLISHED","2018","AFR","","STP","FMLE","0.8 [0.4-1.3]","0.76200","0.43200","1.26000",""
"SDGSUICIDE","PUBLISHED","2015","AFR","","STP","FMLE","0.8 [0.4-1.3]","0.78300","0.44900","1.27000",""
"SDGSUICIDE","PUBLISHED","2013","AFR","","STP","FMLE","0.8 [0.5-1.3]","0.81400","0.46600","1.32000",""
"SDGSUICIDE","PUBLISHED","2011","AFR","","STP","MLE","2.0 [1.0-3.2]","1.99000","1.01000","3.21000",""
"SDGSUICIDE","PUBLISHED","2005","AFR","","STP","MLE","1.9 [0.9-3.0]","1.87000","0.94700","3.04000",""
"SDGSUICIDE","PUBLISHED","2003","AFR","","STP","MLE","1.9 [1.0-3.1]","1.93000","0.97200","3.09000",""
"SDGSUICIDE","PUBLISHED","2009","AFR","","STP","FMLE","0.9 [0.5-1.4]","0.86200","0.49300","1.40000",""
"SDGSUICIDE","PUBLISHED","2017","AFR","","STP","FMLE","0.8 [0.4-1.3]","0.77600","0.44100","1.27000",""
"SDGSUICIDE","PUBLISHED","2005","AFR","","STP","BTSX","1.3 [0.7-2.2]","1.34000","0.70200","2.19000",""
"SDGSUICIDE","PUBLISHED","2013","AFR","","STP","BTSX","1.5 [0.8-2.3]","1.45000","0.75400","2.33000",""
"SDGSUICIDE","PUBLISHED","2018","AFR","","STP","MLE","2.2 [1.1-3.6]","2.16000","1.07000","3.57000",""
"SDGSUICIDE","PUBLISHED","2001","AFR","","STP","MLE","2.1 [1.1-3.3]","2.07000","1.07000","3.27000",""
"SDGSUICIDE","PUBLISHED","2011","AFR","","STP","FMLE","0.8 [0.5-1.3]","0.78700","0.45400","1.27000",""
"SDGSUICIDE","PUBLISHED","2005","AFR","","STP","FMLE","0.8 [0.5-1.4]","0.82900","0.46200","1.35000",""
"SDGSUICIDE","PUBLISHED","2004","AFR","","STP","MLE","2.1 [1.1-3.4]","2.09000","1.06000","3.36000",""
"SDGSUICIDE","PUBLISHED","2004","AFR","","STP","FMLE","0.8 [0.5-1.4]","0.82600","0.46500","1.35000",""
"SDGSUICIDE","PUBLISHED","2008","AFR","","STP","FMLE","0.9 [0.5-1.5]","0.91700","0.51900","1.49000",""
"SDGSUICIDE","PUBLISHED","2012","AFR","","STP","FMLE","0.9 [0.5-1.4]","0.88400","0.50000","1.44000",""
"SDGSUICIDE","PUBLISHED","2001","AFR","","STP","BTSX","1.5 [0.8-2.4]","1.51000","0.81000","2.40000",""
"SDGSUICIDE","PUBLISHED","2008","AFR","","STP","BTSX","1.6 [0.8-2.5]","1.57000","0.82100","2.51000",""
"SDGSUICIDE","PUBLISHED","2017","AFR","","STP","BTSX","1.5 [0.8-2.4]","1.47000","0.75400","2.41000",""
"SDGSUICIDE","PUBLISHED","2012","AFR","","STP","BTSX","1.5 [0.8-2.4]","1.47000","0.77000","2.37000",""
"SDGSUICIDE","PUBLISHED","2002","AFR","","STP","BTSX","1.6 [0.8-2.5]","1.56000","0.82900","2.48000",""
"SDGSUICIDE","PUBLISHED","2019","AFR","","STP","BTSX","1.5 [0.8-2.5]","1.48000","0.76100","2.47000",""
"SDGSUICIDE","PUBLISHED","2014","AFR","","STP","FMLE","0.8 [0.5-1.3]","0.81600","0.47100","1.33000",""
"SDGSUICIDE","PUBLISHED","2000","AFR","","STP","FMLE","0.9 [0.5-1.5]","0.91800","0.52900","1.48000",""
"SDGSUICIDE","PUBLISHED","2001","AFR","","STP","FMLE","1.0 [0.6-1.6]","0.95900","0.55900","1.55000",""
"SDGSUICIDE","PUBLISHED","2006","AFR","","STP","MLE","2.1 [1.1-3.4]","2.10000","1.06000","3.37000",""
"SDGSUICIDE","PUBLISHED","2002","AFR","","STP","FMLE","1.0 [0.6-1.6]","0.96900","0.56600","1.57000",""
"SDGSUICIDE","PUBLISHED","2000","AFR","","STP","MLE","2.0 [1.0-3.1]","1.95000","1.01000","3.09000",""
"SDGSUICIDE","PUBLISHED","2015","AFR","","STP","MLE","2.1 [1.1-3.5]","2.14000","1.05000","3.48000",""
"SDGSUICIDE","PUBLISHED","2014","AFR","","STP","BTSX","1.5 [0.8-2.4]","1.50000","0.77500","2.41000",""
"SDGSUICIDE","PUBLISHED","2012","AFR","","STP","MLE","2.1 [1.0-3.3]","2.05000","1.04000","3.30000",""
"SDGSUICIDE","PUBLISHED","2003","AFR","","STP","FMLE","0.7 [0.4-1.1]","0.66700","0.38500","1.08000",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","STP","FMLE","0.8 [0.4-1.3]","0.76700","0.43600","1.25000",""
"SDGSUICIDE","PUBLISHED","2000","AFR","","STP","BTSX","1.4 [0.8-2.3]","1.43000","0.76500","2.28000",""
"SDGSUICIDE","PUBLISHED","2018","AFR","","STP","BTSX","1.5 [0.8-2.4]","1.46000","0.75100","2.42000",""
"SDGSUICIDE","PUBLISHED","2017","AFR","","STP","MLE","2.2 [1.1-3.5]","2.16000","1.07000","3.54000",""
"SDGSUICIDE","PUBLISHED","2019","AFR","","STP","MLE","2.2 [1.1-3.7]","2.20000","1.09000","3.67000",""
"SDGSUICIDE","PUBLISHED","2010","AFR","","STP","FMLE","0.8 [0.5-1.3]","0.83200","0.48100","1.34000",""
"SDGSUICIDE","PUBLISHED","2019","AFR","","STP","FMLE","0.8 [0.4-1.3]","0.76300","0.43000","1.26000",""
"SDGSUICIDE","PUBLISHED","2004","AFR","","STP","BTSX","1.5 [0.8-2.3]","1.45000","0.75700","2.34000",""
"SDGSUICIDE","PUBLISHED","2007","AFR","","STP","BTSX","1.6 [0.9-2.6]","1.61000","0.85300","2.59000",""
